,carrier,p_nom,year_removed,retrofit,bus
DE0 E0 biomass,biomass,32.695,2036.0,,DE0 E0
DE0 F0 biomass,biomass,60.512,2036.0,,DE0 F0
DE0 G0 biomass,biomass,32.3838,2036.0,,DE0 G0
DE0 11 biomass,biomass,18.4975,2035.0,,DE0 11
DE0 12 biomass,biomass,13.386399999999998,2035.0,,DE0 12
DE0 13 biomass,biomass,24.258,2035.0,,DE0 13
DE0 14 biomass,biomass,49.37995,2035.0,,DE0 14
DE0 21 biomass,biomass,50.243,2035.0,,DE0 21
DE0 22 biomass,biomass,34.4065,2035.0,,DE0 22
DE0 23 biomass,biomass,25.705,2035.0,,DE0 23
DE0 24 biomass,biomass,29.108,2035.0,,DE0 24
DE0 25 biomass,biomass,36.29795,2035.0,,DE0 25
DE0 26 biomass,biomass,11.9403,2035.0,,DE0 26
DE0 27 biomass,biomass,66.4127,2035.0,,DE0 27
DE0 40 biomass,biomass,21.23,2035.0,,DE0 40
DE0 60 biomass,biomass,20.0,2035.0,,DE0 60
DE0 71 biomass,biomass,2.5286,2035.0,,DE0 71
DE0 72 biomass,biomass,0.74,2035.0,,DE0 72
DE0 73 biomass,biomass,8.127,2035.0,,DE0 73
DE0 80 biomass,biomass,30.728,2035.0,,DE0 80
DE0 91 biomass,biomass,16.917,2035.0,,DE0 91
DE0 92 biomass,biomass,21.935,2035.0,,DE0 92
DE0 93 biomass,biomass,63.946,2035.0,,DE0 93
DE0 94 biomass,biomass,54.044,2035.0,,DE0 94
DE0 A1 biomass,biomass,7.708,2035.0,,DE0 A1
DE0 A2 biomass,biomass,5.43,2035.0,,DE0 A2
DE0 A3 biomass,biomass,26.136,2035.0,,DE0 A3
DE0 A4 biomass,biomass,20.46,2035.0,,DE0 A4
DE0 A5 biomass,biomass,23.88,2035.0,,DE0 A5
DE0 B1 biomass,biomass,1.3053,2035.0,,DE0 B1
DE0 B2 biomass,biomass,11.5443,2035.0,,DE0 B2
DE0 B3 biomass,biomass,5.419499999999999,2035.0,,DE0 B3
DE0 C0 biomass,biomass,0.0106,2035.0,,DE0 C0
DE0 D2 biomass,biomass,2.866,2035.0,,DE0 D2
DE0 D4 biomass,biomass,3.6503,2035.0,,DE0 D4
DE0 D5 biomass,biomass,1.086,2035.0,,DE0 D5
DE0 E0 biomass,biomass,22.763,2035.0,,DE0 E0
DE0 F0 biomass,biomass,26.004,2035.0,,DE0 F0
DE0 G0 biomass,biomass,35.075,2035.0,,DE0 G0
DE0 11 biomass,biomass,22.5403,2034.0,,DE0 11
DE0 12 biomass,biomass,15.5213,2034.0,,DE0 12
DE0 13 biomass,biomass,12.7101,2034.0,,DE0 13
DE0 14 biomass,biomass,36.03,2034.0,,DE0 14
DE0 21 biomass,biomass,25.2524,2034.0,,DE0 21
DE0 22 biomass,biomass,15.286,2034.0,,DE0 22
DE0 23 biomass,biomass,8.8695,2034.0,,DE0 23
DE0 24 biomass,biomass,8.7547,2034.0,,DE0 24
DE0 25 biomass,biomass,27.622,2034.0,,DE0 25
DE0 26 biomass,biomass,1.7065,2034.0,,DE0 26
DE0 27 biomass,biomass,31.2665,2034.0,,DE0 27
DE0 30 biomass,biomass,21.63,2034.0,,DE0 30
DE0 40 biomass,biomass,31.7,2034.0,,DE0 40
DE0 71 biomass,biomass,12.757,2034.0,,DE0 71
DE0 72 biomass,biomass,0.835,2034.0,,DE0 72
DE0 73 biomass,biomass,3.7143,2034.0,,DE0 73
DE0 80 biomass,biomass,8.065999999999999,2034.0,,DE0 80
DE0 91 biomass,biomass,2.49,2034.0,,DE0 91
DE0 92 biomass,biomass,7.839,2034.0,,DE0 92
DE0 93 biomass,biomass,23.435,2034.0,,DE0 93
DE0 94 biomass,biomass,36.998,2034.0,,DE0 94
DE0 A1 biomass,biomass,2.37,2034.0,,DE0 A1
DE0 A2 biomass,biomass,0.23,2034.0,,DE0 A2
DE0 A3 biomass,biomass,33.138,2034.0,,DE0 A3
DE0 A4 biomass,biomass,4.8375,2034.0,,DE0 A4
DE0 A5 biomass,biomass,24.98,2034.0,,DE0 A5
DE0 B1 biomass,biomass,10.59,2034.0,,DE0 B1
DE0 B2 biomass,biomass,3.937,2034.0,,DE0 B2
DE0 D2 biomass,biomass,1.6769999999999998,2034.0,,DE0 D2
DE0 D4 biomass,biomass,2.549,2034.0,,DE0 D4
DE0 D5 biomass,biomass,20.0,2034.0,,DE0 D5
DE0 E0 biomass,biomass,147.66400000000002,2034.0,,DE0 E0
DE0 F0 biomass,biomass,10.375,2034.0,,DE0 F0
DE0 G0 biomass,biomass,4.4523,2034.0,,DE0 G0
DE0 11 biomass,biomass,3.008,2033.0,,DE0 11
DE0 12 biomass,biomass,27.935,2033.0,,DE0 12
DE0 13 biomass,biomass,2.997,2033.0,,DE0 13
DE0 14 biomass,biomass,0.8700000000000001,2033.0,,DE0 14
DE0 21 biomass,biomass,31.8115,2033.0,,DE0 21
DE0 22 biomass,biomass,0.04,2033.0,,DE0 22
DE0 24 biomass,biomass,0.067,2033.0,,DE0 24
DE0 25 biomass,biomass,1.222,2033.0,,DE0 25
DE0 26 biomass,biomass,0.3409999999999999,2033.0,,DE0 26
DE0 27 biomass,biomass,0.15,2033.0,,DE0 27
DE0 40 biomass,biomass,25.335,2033.0,,DE0 40
DE0 71 biomass,biomass,23.435,2033.0,,DE0 71
DE0 73 biomass,biomass,0.09,2033.0,,DE0 73
DE0 80 biomass,biomass,11.536,2033.0,,DE0 80
DE0 91 biomass,biomass,0.11,2033.0,,DE0 91
DE0 92 biomass,biomass,22.385,2033.0,,DE0 92
DE0 93 biomass,biomass,3.665,2033.0,,DE0 93
DE0 94 biomass,biomass,23.06,2033.0,,DE0 94
DE0 A1 biomass,biomass,4.2297,2033.0,,DE0 A1
DE0 A3 biomass,biomass,0.085,2033.0,,DE0 A3
DE0 A4 biomass,biomass,1.711,2033.0,,DE0 A4
DE0 A5 biomass,biomass,2.855,2033.0,,DE0 A5
DE0 B1 biomass,biomass,7.61,2033.0,,DE0 B1
DE0 B2 biomass,biomass,0.856,2033.0,,DE0 B2
DE0 B3 biomass,biomass,0.11,2033.0,,DE0 B3
DE0 C0 biomass,biomass,0.011,2033.0,,DE0 C0
DE0 D2 biomass,biomass,8.339,2033.0,,DE0 D2
DE0 D4 biomass,biomass,3.455,2033.0,,DE0 D4
DE0 D5 biomass,biomass,2.927,2033.0,,DE0 D5
DE0 E0 biomass,biomass,3.33,2033.0,,DE0 E0
DE0 G0 biomass,biomass,2.522,2033.0,,DE0 G0
DE0 11 biomass,biomass,1.2455,2032.0,,DE0 11
DE0 12 biomass,biomass,0.332,2032.0,,DE0 12
DE0 13 biomass,biomass,13.6303,2032.0,,DE0 13
DE0 14 biomass,biomass,0.886,2032.0,,DE0 14
DE0 21 biomass,biomass,11.37136,2032.0,,DE0 21
DE0 22 biomass,biomass,2.455,2032.0,,DE0 22
DE0 23 biomass,biomass,0.191,2032.0,,DE0 23
DE0 24 biomass,biomass,0.255,2032.0,,DE0 24
DE0 25 biomass,biomass,0.5155000000000001,2032.0,,DE0 25
DE0 26 biomass,biomass,2.655,2032.0,,DE0 26
DE0 27 biomass,biomass,6.542,2032.0,,DE0 27
DE0 40 biomass,biomass,40.504000000000005,2032.0,,DE0 40
DE0 71 biomass,biomass,1.545,2032.0,,DE0 71
DE0 72 biomass,biomass,0.515,2032.0,,DE0 72
DE0 80 biomass,biomass,2.573,2032.0,,DE0 80
DE0 92 biomass,biomass,19.39,2032.0,,DE0 92
DE0 93 biomass,biomass,6.487,2032.0,,DE0 93
DE0 94 biomass,biomass,5.2700000000000005,2032.0,,DE0 94
DE0 A1 biomass,biomass,0.885,2032.0,,DE0 A1
DE0 A2 biomass,biomass,1.64,2032.0,,DE0 A2
DE0 A3 biomass,biomass,2.146,2032.0,,DE0 A3
DE0 A4 biomass,biomass,0.36,2032.0,,DE0 A4
DE0 A5 biomass,biomass,0.8200000000000001,2032.0,,DE0 A5
DE0 B1 biomass,biomass,2.255,2032.0,,DE0 B1
DE0 B2 biomass,biomass,0.86,2032.0,,DE0 B2
DE0 B3 biomass,biomass,3.338,2032.0,,DE0 B3
DE0 D2 biomass,biomass,6.069,2032.0,,DE0 D2
DE0 D4 biomass,biomass,2.24,2032.0,,DE0 D4
DE0 E0 biomass,biomass,9.405,2032.0,,DE0 E0
DE0 F0 biomass,biomass,1.942,2032.0,,DE0 F0
DE0 G0 biomass,biomass,11.913,2032.0,,DE0 G0
DE0 11 biomass,biomass,2.4315,2031.0,,DE0 11
DE0 12 biomass,biomass,1.083,2031.0,,DE0 12
DE0 13 biomass,biomass,8.349,2031.0,,DE0 13
DE0 14 biomass,biomass,9.6285,2031.0,,DE0 14
DE0 21 biomass,biomass,19.362,2031.0,,DE0 21
DE0 22 biomass,biomass,2.317,2031.0,,DE0 22
DE0 23 biomass,biomass,22.94,2031.0,,DE0 23
DE0 24 biomass,biomass,9.447,2031.0,,DE0 24
DE0 25 biomass,biomass,11.339,2031.0,,DE0 25
DE0 26 biomass,biomass,0.454,2031.0,,DE0 26
DE0 27 biomass,biomass,4.885,2031.0,,DE0 27
DE0 40 biomass,biomass,23.723,2031.0,,DE0 40
DE0 71 biomass,biomass,1.754,2031.0,,DE0 71
DE0 73 biomass,biomass,0.8325,2031.0,,DE0 73
DE0 80 biomass,biomass,3.844,2031.0,,DE0 80
DE0 91 biomass,biomass,4.634,2031.0,,DE0 91
DE0 92 biomass,biomass,1.23,2031.0,,DE0 92
DE0 93 biomass,biomass,7.476,2031.0,,DE0 93
DE0 94 biomass,biomass,7.415,2031.0,,DE0 94
DE0 A1 biomass,biomass,2.434,2031.0,,DE0 A1
DE0 A2 biomass,biomass,0.08,2031.0,,DE0 A2
DE0 A3 biomass,biomass,1.811,2031.0,,DE0 A3
DE0 A4 biomass,biomass,13.29,2031.0,,DE0 A4
DE0 A5 biomass,biomass,11.166,2031.0,,DE0 A5
DE0 B1 biomass,biomass,1.095,2031.0,,DE0 B1
DE0 B2 biomass,biomass,1.1753,2031.0,,DE0 B2
DE0 B3 biomass,biomass,0.498,2031.0,,DE0 B3
DE0 C0 biomass,biomass,0.5,2031.0,,DE0 C0
DE0 D2 biomass,biomass,0.345,2031.0,,DE0 D2
DE0 D4 biomass,biomass,2.81,2031.0,,DE0 D4
DE0 D5 biomass,biomass,0.63,2031.0,,DE0 D5
DE0 E0 biomass,biomass,5.117,2031.0,,DE0 E0
DE0 F0 biomass,biomass,1.02,2031.0,,DE0 F0
DE0 G0 biomass,biomass,3.992,2031.0,,DE0 G0
DE0 11 biomass,biomass,11.891,2030.0,,DE0 11
DE0 12 biomass,biomass,4.254,2030.0,,DE0 12
DE0 13 biomass,biomass,2.1,2030.0,,DE0 13
DE0 14 biomass,biomass,14.345,2030.0,,DE0 14
DE0 21 biomass,biomass,21.548,2030.0,,DE0 21
DE0 22 biomass,biomass,1.422,2030.0,,DE0 22
DE0 23 biomass,biomass,1.1265,2030.0,,DE0 23
DE0 24 biomass,biomass,1.154,2030.0,,DE0 24
DE0 25 biomass,biomass,0.5459999999999999,2030.0,,DE0 25
DE0 26 biomass,biomass,1.2919999999999998,2030.0,,DE0 26
DE0 27 biomass,biomass,11.1375,2030.0,,DE0 27
DE0 40 biomass,biomass,5.438,2030.0,,DE0 40
DE0 71 biomass,biomass,6.689,2030.0,,DE0 71
DE0 73 biomass,biomass,0.24,2030.0,,DE0 73
DE0 80 biomass,biomass,1.367,2030.0,,DE0 80
DE0 91 biomass,biomass,0.1,2030.0,,DE0 91
DE0 92 biomass,biomass,16.874,2030.0,,DE0 92
DE0 93 biomass,biomass,2.3355,2030.0,,DE0 93
DE0 94 biomass,biomass,2.7,2030.0,,DE0 94
DE0 A1 biomass,biomass,6.32,2030.0,,DE0 A1
DE0 A3 biomass,biomass,3.684,2030.0,,DE0 A3
DE0 A4 biomass,biomass,41.109,2030.0,,DE0 A4
DE0 A5 biomass,biomass,15.166,2030.0,,DE0 A5
DE0 B1 biomass,biomass,0.549,2030.0,,DE0 B1
DE0 B2 biomass,biomass,1.0303,2030.0,,DE0 B2
DE0 B3 biomass,biomass,1.437,2030.0,,DE0 B3
DE0 C0 biomass,biomass,0.655,2030.0,,DE0 C0
DE0 D2 biomass,biomass,0.404,2030.0,,DE0 D2
DE0 D4 biomass,biomass,9.3,2030.0,,DE0 D4
DE0 D5 biomass,biomass,0.987,2030.0,,DE0 D5
DE0 E0 biomass,biomass,2.831,2030.0,,DE0 E0
DE0 F0 biomass,biomass,2.488,2030.0,,DE0 F0
DE0 G0 biomass,biomass,4.976500000000001,2030.0,,DE0 G0
DE0 11 biomass,biomass,0.29,2029.0,,DE0 11
DE0 13 biomass,biomass,1.473,2029.0,,DE0 13
DE0 14 biomass,biomass,2.425,2029.0,,DE0 14
DE0 21 biomass,biomass,0.657,2029.0,,DE0 21
DE0 22 biomass,biomass,5.04,2029.0,,DE0 22
DE0 23 biomass,biomass,0.1388,2029.0,,DE0 23
DE0 24 biomass,biomass,0.364,2029.0,,DE0 24
DE0 26 biomass,biomass,0.12,2029.0,,DE0 26
DE0 27 biomass,biomass,0.169,2029.0,,DE0 27
DE0 40 biomass,biomass,4.601,2029.0,,DE0 40
DE0 71 biomass,biomass,3.26,2029.0,,DE0 71
DE0 72 biomass,biomass,1.095,2029.0,,DE0 72
DE0 80 biomass,biomass,1.645,2029.0,,DE0 80
DE0 93 biomass,biomass,0.908,2029.0,,DE0 93
DE0 A1 biomass,biomass,2.717,2029.0,,DE0 A1
DE0 A4 biomass,biomass,0.735,2029.0,,DE0 A4
DE0 A5 biomass,biomass,1.922,2029.0,,DE0 A5
DE0 B1 biomass,biomass,3.566,2029.0,,DE0 B1
DE0 B3 biomass,biomass,1.237,2029.0,,DE0 B3
DE0 C0 biomass,biomass,2.61,2029.0,,DE0 C0
DE0 D2 biomass,biomass,1.097,2029.0,,DE0 D2
DE0 D4 biomass,biomass,2.364,2029.0,,DE0 D4
DE0 11 biomass,biomass,0.227,2028.0,,DE0 11
DE0 12 biomass,biomass,1.545,2028.0,,DE0 12
DE0 13 biomass,biomass,2.9915000000000003,2028.0,,DE0 13
DE0 14 biomass,biomass,1.245,2028.0,,DE0 14
DE0 21 biomass,biomass,0.815,2028.0,,DE0 21
DE0 22 biomass,biomass,0.6925,2028.0,,DE0 22
DE0 23 biomass,biomass,0.5489999999999999,2028.0,,DE0 23
DE0 24 biomass,biomass,0.6245,2028.0,,DE0 24
DE0 25 biomass,biomass,0.364,2028.0,,DE0 25
DE0 27 biomass,biomass,0.15,2028.0,,DE0 27
DE0 71 biomass,biomass,2.376,2028.0,,DE0 71
DE0 72 biomass,biomass,0.47,2028.0,,DE0 72
DE0 73 biomass,biomass,11.0,2028.0,,DE0 73
DE0 80 biomass,biomass,6.82,2028.0,,DE0 80
DE0 92 biomass,biomass,0.22,2028.0,,DE0 92
DE0 93 biomass,biomass,2.494,2028.0,,DE0 93
DE0 94 biomass,biomass,0.875,2028.0,,DE0 94
DE0 A1 biomass,biomass,1.12,2028.0,,DE0 A1
DE0 A4 biomass,biomass,0.5,2028.0,,DE0 A4
DE0 A5 biomass,biomass,0.015,2028.0,,DE0 A5
DE0 B1 biomass,biomass,0.325,2028.0,,DE0 B1
DE0 B3 biomass,biomass,0.12,2028.0,,DE0 B3
DE0 D4 biomass,biomass,0.61,2028.0,,DE0 D4
DE0 D5 biomass,biomass,0.479,2028.0,,DE0 D5
DE0 E0 biomass,biomass,0.748,2028.0,,DE0 E0
DE0 11 biomass,biomass,2.904,2027.0,,DE0 11
DE0 12 biomass,biomass,1.916,2027.0,,DE0 12
DE0 14 biomass,biomass,0.238,2027.0,,DE0 14
DE0 21 biomass,biomass,1.6570000000000005,2027.0,,DE0 21
DE0 22 biomass,biomass,0.08,2027.0,,DE0 22
DE0 23 biomass,biomass,0.157,2027.0,,DE0 23
DE0 24 biomass,biomass,0.044,2027.0,,DE0 24
DE0 25 biomass,biomass,5.861,2027.0,,DE0 25
DE0 27 biomass,biomass,0.059,2027.0,,DE0 27
DE0 40 biomass,biomass,5.712,2027.0,,DE0 40
DE0 80 biomass,biomass,6.774,2027.0,,DE0 80
DE0 93 biomass,biomass,2.523,2027.0,,DE0 93
DE0 94 biomass,biomass,1.094,2027.0,,DE0 94
DE0 A3 biomass,biomass,0.5700000000000001,2027.0,,DE0 A3
DE0 A4 biomass,biomass,1.024,2027.0,,DE0 A4
DE0 A5 biomass,biomass,5.218,2027.0,,DE0 A5
DE0 B1 biomass,biomass,0.735,2027.0,,DE0 B1
DE0 B2 biomass,biomass,0.849,2027.0,,DE0 B2
DE0 D2 biomass,biomass,1.24,2027.0,,DE0 D2
DE0 D4 biomass,biomass,0.1,2027.0,,DE0 D4
DE0 D5 biomass,biomass,1.727,2027.0,,DE0 D5
DE0 E0 biomass,biomass,0.4499999999999999,2027.0,,DE0 E0
DE0 F0 biomass,biomass,0.605,2027.0,,DE0 F0
DE0 G0 biomass,biomass,1.485,2027.0,,DE0 G0
DE0 12 biomass,biomass,0.42,2026.0,,DE0 12
DE0 13 biomass,biomass,0.665,2026.0,,DE0 13
DE0 14 biomass,biomass,0.376,2026.0,,DE0 14
DE0 21 biomass,biomass,0.485,2026.0,,DE0 21
DE0 22 biomass,biomass,0.84,2026.0,,DE0 22
DE0 23 biomass,biomass,0.48,2026.0,,DE0 23
DE0 27 biomass,biomass,0.21,2026.0,,DE0 27
DE0 80 biomass,biomass,0.33,2026.0,,DE0 80
DE0 91 biomass,biomass,0.575,2026.0,,DE0 91
DE0 93 biomass,biomass,2.411,2026.0,,DE0 93
DE0 94 biomass,biomass,0.958,2026.0,,DE0 94
DE0 A2 biomass,biomass,3.39,2026.0,,DE0 A2
DE0 A4 biomass,biomass,0.67,2026.0,,DE0 A4
DE0 A5 biomass,biomass,0.89,2026.0,,DE0 A5
DE0 B1 biomass,biomass,0.77,2026.0,,DE0 B1
DE0 B3 biomass,biomass,0.1,2026.0,,DE0 B3
DE0 D4 biomass,biomass,0.167,2026.0,,DE0 D4
DE0 11 biomass,biomass,0.667,2025.0,,DE0 11
DE0 14 biomass,biomass,4.054,2025.0,,DE0 14
DE0 21 biomass,biomass,0.282,2025.0,,DE0 21
DE0 22 biomass,biomass,0.211,2025.0,,DE0 22
DE0 24 biomass,biomass,0.03,2025.0,,DE0 24
DE0 27 biomass,biomass,0.078,2025.0,,DE0 27
DE0 40 biomass,biomass,0.25,2025.0,,DE0 40
DE0 71 biomass,biomass,0.784,2025.0,,DE0 71
DE0 72 biomass,biomass,0.255,2025.0,,DE0 72
DE0 80 biomass,biomass,4.128,2025.0,,DE0 80
DE0 93 biomass,biomass,0.338,2025.0,,DE0 93
DE0 A2 biomass,biomass,0.25,2025.0,,DE0 A2
DE0 A3 biomass,biomass,0.8,2025.0,,DE0 A3
DE0 A5 biomass,biomass,0.25,2025.0,,DE0 A5
DE0 B3 biomass,biomass,1.892,2025.0,,DE0 B3
DE0 D4 biomass,biomass,0.55,2025.0,,DE0 D4
DE0 F0 biomass,biomass,0.568,2025.0,,DE0 F0
DE0 G0 biomass,biomass,1.835,2025.0,,DE0 G0
DE0 11 biomass,biomass,8.272,2024.0,,DE0 11
DE0 13 biomass,biomass,7.857,2024.0,,DE0 13
DE0 14 biomass,biomass,0.385,2024.0,,DE0 14
DE0 21 biomass,biomass,1.029,2024.0,,DE0 21
DE0 22 biomass,biomass,0.11,2024.0,,DE0 22
DE0 25 biomass,biomass,0.099,2024.0,,DE0 25
DE0 40 biomass,biomass,5.26,2024.0,,DE0 40
DE0 71 biomass,biomass,0.21,2024.0,,DE0 71
DE0 72 biomass,biomass,0.25,2024.0,,DE0 72
DE0 73 biomass,biomass,0.496,2024.0,,DE0 73
DE0 92 biomass,biomass,2.78,2024.0,,DE0 92
DE0 B2 biomass,biomass,0.508,2024.0,,DE0 B2
DE0 F0 biomass,biomass,1.0,2024.0,,DE0 F0
DE0 G0 biomass,biomass,1.92,2024.0,,DE0 G0
DE0 11 biomass,biomass,0.028,2023.0,,DE0 11
DE0 14 biomass,biomass,0.26,2023.0,,DE0 14
DE0 22 biomass,biomass,0.015,2023.0,,DE0 22
DE0 23 biomass,biomass,0.0832,2023.0,,DE0 23
DE0 25 biomass,biomass,0.343,2023.0,,DE0 25
DE0 27 biomass,biomass,0.005,2023.0,,DE0 27
DE0 72 biomass,biomass,0.112,2023.0,,DE0 72
DE0 A2 biomass,biomass,3.972,2023.0,,DE0 A2
DE0 B3 biomass,biomass,0.25,2023.0,,DE0 B3
DE0 D2 biomass,biomass,0.15,2023.0,,DE0 D2
DE0 D5 biomass,biomass,0.38,2023.0,,DE0 D5
DE0 F0 biomass,biomass,1.5,2023.0,,DE0 F0
DE0 G0 biomass,biomass,28.0,2023.0,,DE0 G0
DE0 13 biomass,biomass,0.174,2022.0,,DE0 13
DE0 14 biomass,biomass,0.15,2022.0,,DE0 14
DE0 21 biomass,biomass,0.434,2022.0,,DE0 21
DE0 22 biomass,biomass,0.03,2022.0,,DE0 22
DE0 73 biomass,biomass,0.748,2022.0,,DE0 73
DE0 A1 biomass,biomass,1.1,2022.0,,DE0 A1
DE0 A2 biomass,biomass,1.035,2022.0,,DE0 A2
DE0 A4 biomass,biomass,0.5,2022.0,,DE0 A4
DE0 11 biomass,biomass,1.868,2021.0,,DE0 11
DE0 12 biomass,biomass,0.075,2021.0,,DE0 12
DE0 21 biomass,biomass,0.245,2021.0,,DE0 21
DE0 72 biomass,biomass,0.422,2021.0,,DE0 72
DE0 A2 biomass,biomass,0.57,2021.0,,DE0 A2
DE0 B3 biomass,biomass,0.42,2021.0,,DE0 B3
DE0 D4 biomass,biomass,0.259,2021.0,,DE0 D4
DE0 11 biomass,biomass,0.269,2020.0,,DE0 11
DE0 71 biomass,biomass,1.167,2020.0,,DE0 71
DE0 91 biomass,biomass,0.44,2020.0,,DE0 91
DE0 92 biomass,biomass,2.676,2020.0,,DE0 92
DE0 A3 biomass,biomass,0.36,2020.0,,DE0 A3
DE0 13 biomass,biomass,0.12,2019.0,,DE0 13
DE0 94 biomass,biomass,0.1,2019.0,,DE0 94
DE0 A5 biomass,biomass,0.2,2019.0,,DE0 A5
DE0 F0 biomass,biomass,3.5,2019.0,,DE0 F0
DE0 11 onwind,onwind,3.6,2044.0,,DE0 11
DE0 11 solar,solar,135.10785,2044.0,,DE0 11
DE0 12 solar,solar,80.243746,2044.0,,DE0 12
DE0 13 onwind,onwind,0.0008,2044.0,,DE0 13
DE0 13 solar,solar,76.293069,2044.0,,DE0 13
DE0 14 onwind,onwind,10.35,2044.0,,DE0 14
DE0 14 solar,solar,121.092259,2044.0,,DE0 14
DE0 21 onwind,onwind,2.4,2044.0,,DE0 21
DE0 21 solar,solar,121.281199,2044.0,,DE0 21
DE0 22 onwind,onwind,4.7015,2044.0,,DE0 22
DE0 22 solar,solar,139.789908,2044.0,,DE0 22
DE0 23 onwind,onwind,0.001,2044.0,,DE0 23
DE0 23 solar,solar,71.089463,2044.0,,DE0 23
DE0 24 onwind,onwind,0.0308,2044.0,,DE0 24
DE0 24 solar,solar,83.087002,2044.0,,DE0 24
DE0 25 onwind,onwind,3.3,2044.0,,DE0 25
DE0 25 solar,solar,73.539871,2044.0,,DE0 25
DE0 26 solar,solar,77.189526,2044.0,,DE0 26
DE0 27 solar,solar,123.982613,2044.0,,DE0 27
DE0 30 solar,solar,7.342036,2044.0,,DE0 30
DE0 40 onwind,onwind,146.31,2044.0,,DE0 40
DE0 40 solar,solar,175.933361,2044.0,,DE0 40
DE0 60 solar,solar,4.009505,2044.0,,DE0 60
DE0 71 solar,solar,52.208953,2044.0,,DE0 71
DE0 72 onwind,onwind,6.9,2044.0,,DE0 72
DE0 72 solar,solar,26.873843,2044.0,,DE0 72
DE0 73 onwind,onwind,3.45,2044.0,,DE0 73
DE0 73 solar,solar,63.257403,2044.0,,DE0 73
DE0 80 offwind-ac,offwind-ac,6.33,2044.0,,DE0 80
DE0 80 offwind-dc,offwind-dc,8.4,2044.0,,DE0 80
DE0 80 onwind,onwind,97.2,2044.0,,DE0 80
DE0 80 solar,solar,152.518438,2044.0,,DE0 80
DE0 91 onwind,onwind,18.85,2044.0,,DE0 91
DE0 91 solar,solar,36.62755,2044.0,,DE0 91
DE0 92 onwind,onwind,23.7,2044.0,,DE0 92
DE0 92 solar,solar,53.63533,2044.0,,DE0 92
DE0 93 onwind,onwind,87.88,2044.0,,DE0 93
DE0 93 solar,solar,60.947481,2044.0,,DE0 93
DE0 94 offwind-ac,offwind-ac,226.98,2044.0,,DE0 94
DE0 94 offwind-dc,offwind-dc,248.51,2044.0,,DE0 94
DE0 94 onwind,onwind,48.64,2044.0,,DE0 94
DE0 94 solar,solar,161.457836,2044.0,,DE0 94
DE0 A1 onwind,onwind,15.15,2044.0,,DE0 A1
DE0 A1 solar,solar,76.702653,2044.0,,DE0 A1
DE0 A2 onwind,onwind,28.2,2044.0,,DE0 A2
DE0 A2 solar,solar,66.555596,2044.0,,DE0 A2
DE0 A3 onwind,onwind,62.25,2044.0,,DE0 A3
DE0 A3 solar,solar,128.984292,2044.0,,DE0 A3
DE0 A4 onwind,onwind,11.75,2044.0,,DE0 A4
DE0 A4 solar,solar,77.052585,2044.0,,DE0 A4
DE0 A5 solar,solar,68.392244,2044.0,,DE0 A5
DE0 B1 onwind,onwind,8.25,2044.0,,DE0 B1
DE0 B1 solar,solar,44.756139,2044.0,,DE0 B1
DE0 B2 onwind,onwind,64.5,2044.0,,DE0 B2
DE0 B2 solar,solar,21.282007,2044.0,,DE0 B2
DE0 B3 onwind,onwind,42.7,2044.0,,DE0 B3
DE0 B3 solar,solar,43.2113845,2044.0,,DE0 B3
DE0 C0 onwind,onwind,6.9,2044.0,,DE0 C0
DE0 C0 solar,solar,19.204911,2044.0,,DE0 C0
DE0 D2 onwind,onwind,6.903499999999999,2044.0,,DE0 D2
DE0 D2 solar,solar,67.931403,2044.0,,DE0 D2
DE0 D4 onwind,onwind,6.9025,2044.0,,DE0 D4
DE0 D4 solar,solar,57.940228,2044.0,,DE0 D4
DE0 D5 solar,solar,45.213883,2044.0,,DE0 D5
DE0 E0 onwind,onwind,26.52,2044.0,,DE0 E0
DE0 E0 solar,solar,200.819627,2044.0,,DE0 E0
DE0 F0 offwind-ac,offwind-ac,115.6,2044.0,,DE0 F0
DE0 F0 offwind-dc,offwind-dc,85.06,2044.0,,DE0 F0
DE0 F0 onwind,onwind,7.2515,2044.0,,DE0 F0
DE0 F0 solar,solar,71.704636,2044.0,,DE0 F0
DE0 G0 onwind,onwind,42.0,2044.0,,DE0 G0
DE0 G0 solar,solar,155.330033,2044.0,,DE0 G0
DE0 11 onwind,onwind,51.16,2043.0,,DE0 11
DE0 11 solar,solar,113.776802,2043.0,,DE0 11
DE0 12 onwind,onwind,27.3,2043.0,,DE0 12
DE0 12 solar,solar,57.057059,2043.0,,DE0 12
DE0 13 onwind,onwind,6.0,2043.0,,DE0 13
DE0 13 solar,solar,69.282067,2043.0,,DE0 13
DE0 14 onwind,onwind,14.4,2043.0,,DE0 14
DE0 14 solar,solar,96.83105,2043.0,,DE0 14
DE0 21 solar,solar,135.656281,2043.0,,DE0 21
DE0 22 onwind,onwind,7.202,2043.0,,DE0 22
DE0 22 solar,solar,124.106685,2043.0,,DE0 22
DE0 23 onwind,onwind,3.05,2043.0,,DE0 23
DE0 23 solar,solar,72.918972,2043.0,,DE0 23
DE0 24 solar,solar,63.808986,2043.0,,DE0 24
DE0 25 onwind,onwind,9.6,2043.0,,DE0 25
DE0 25 solar,solar,104.524994,2043.0,,DE0 25
DE0 26 onwind,onwind,0.00048,2043.0,,DE0 26
DE0 26 solar,solar,53.976118,2043.0,,DE0 26
DE0 27 onwind,onwind,3.63,2043.0,,DE0 27
