,carrier,p_nom,year_removed,retrofit,bus
DE0 12 ror,ror,0.98,2057,1957.0,DE0 12
DE0 24 ror,ror,0.0485,2057,1957.0,DE0 24
DE0 B1 ror,ror,0.15,2057,1957.0,DE0 B1
DE0 91 ror,ror,0.085,2057,1957.0,DE0 91
DE0 D4 ror,ror,0.585,2057,1957.0,DE0 D4
DE0 D4 ror,ror,0.1669999999999999,2057,1957.0,DE0 D4
DE0 D4 ror,ror,0.25,2057,1957.0,DE0 D4
DE0 D4 ror,ror,0.29,2057,1957.0,DE0 D4
DE0 11 ror,ror,0.09,2057,1957.0,DE0 11
DE0 11 ror,ror,0.09,2057,1957.0,DE0 11
DE0 23 ror,ror,0.038,2057,1957.0,DE0 23
DE0 21 ror,ror,0.036,2057,1957.0,DE0 21
DE0 23 ror,ror,0.05,2057,1957.0,DE0 23
DE0 D2 ror,ror,0.075,2057,1957.0,DE0 D2
DE0 G0 ror,ror,0.067,2057,1957.0,DE0 G0
DE0 22 ror,ror,0.12,2057,1957.0,DE0 22
DE0 21 ror,ror,0.035,2057,1957.0,DE0 21
DE0 14 ror,ror,0.475,2057,1957.0,DE0 14
DE0 91 ror,ror,0.3,2057,1957.0,DE0 91
DE0 G0 ror,ror,0.29,2057,1957.0,DE0 G0
DE0 11 ror,ror,0.11,2057,1957.0,DE0 11
DE0 14 ror,ror,0.0955,2057,1957.0,DE0 14
DE0 D4 ror,ror,0.45,2057,1957.0,DE0 D4
DE0 14 ror,ror,0.447,2057,1957.0,DE0 14
DE0 E0 ror,ror,1.45,2057,1957.0,DE0 E0
DE0 D4 ror,ror,1.0,2057,1957.0,DE0 D4
DE0 73 ror,ror,0.045,2057,1957.0,DE0 73
DE0 11 ror,ror,0.16,2057,1957.0,DE0 11
DE0 22 ror,ror,0.188,2057,1957.0,DE0 22
DE0 D4 ror,ror,0.655,2057,1957.0,DE0 D4
DE0 21 ror,ror,0.06,2057,1957.0,DE0 21
DE0 27 ror,ror,0.035,2057,1957.0,DE0 27
DE0 92 ror,ror,0.5,2057,1957.0,DE0 92
DE0 27 ror,ror,0.07,2057,1957.0,DE0 27
DE0 14 ror,ror,0.26,2057,1957.0,DE0 14
DE0 14 ror,ror,0.622,2057,1957.0,DE0 14
DE0 26 ror,ror,0.083,2057,1957.0,DE0 26
DE0 E0 ror,ror,1.2,2057,1957.0,DE0 E0
DE0 40 ror,ror,0.095,2057,1957.0,DE0 40
DE0 D4 ror,ror,0.12,2057,1957.0,DE0 D4
DE0 25 ror,ror,0.032,2057,1957.0,DE0 25
DE0 D4 ror,ror,0.585,2057,1957.0,DE0 D4
DE0 G0 ror,ror,0.6,2057,1957.0,DE0 G0
DE0 D2 ror,ror,0.11,2057,1957.0,DE0 D2
DE0 23 ror,ror,0.034,2057,1957.0,DE0 23
DE0 A5 ror,ror,0.11,2057,1957.0,DE0 A5
DE0 27 ror,ror,0.096,2057,1957.0,DE0 27
DE0 D4 ror,ror,0.093,2057,1957.0,DE0 D4
DE0 24 ror,ror,0.052,2057,1957.0,DE0 24
DE0 13 ror,ror,0.0788,2057,1957.0,DE0 13
DE0 14 ror,ror,0.33,2057,1957.0,DE0 14
DE0 22 ror,ror,1.2,2057,1957.0,DE0 22
DE0 23 ror,ror,0.13,2057,1957.0,DE0 23
DE0 22 ror,ror,0.1,2057,1957.0,DE0 22
DE0 D4 ror,ror,0.28,2057,1957.0,DE0 D4
DE0 22 ror,ror,0.037,2057,1957.0,DE0 22
DE0 G0 ror,ror,0.312,2057,1957.0,DE0 G0
DE0 A2 ror,ror,0.45,2057,1957.0,DE0 A2
DE0 23 ror,ror,0.075,2057,1957.0,DE0 23
DE0 21 ror,ror,0.05,2057,1957.0,DE0 21
DE0 21 ror,ror,0.35,2057,1957.0,DE0 21
DE0 14 ror,ror,0.072,2057,1957.0,DE0 14
DE0 D4 ror,ror,1.5,2057,1957.0,DE0 D4
DE0 12 ror,ror,0.055,2057,1957.0,DE0 12
DE0 22 ror,ror,0.0368,2057,1957.0,DE0 22
DE0 21 ror,ror,0.07,2057,1957.0,DE0 21
DE0 25 ror,ror,0.2,2057,1957.0,DE0 25
DE0 E0 ror,ror,4.5,2057,1957.0,DE0 E0
DE0 26 ror,ror,4.2,2057,1957.0,DE0 26
DE0 22 ror,ror,0.227,2057,1957.0,DE0 22
DE0 23 ror,ror,0.225,2057,1957.0,DE0 23
DE0 A5 ror,ror,0.5,2057,1957.0,DE0 A5
DE0 E0 ror,ror,1.45,2057,1957.0,DE0 E0
DE0 D4 ror,ror,0.757,2057,1957.0,DE0 D4
DE0 11 ror,ror,0.33,2057,1957.0,DE0 11
DE0 22 ror,ror,0.779,2057,1957.0,DE0 22
DE0 27 ror,ror,0.33,2057,1957.0,DE0 27
DE0 22 ror,ror,0.27,2057,1957.0,DE0 22
DE0 22 ror,ror,0.25,2057,1957.0,DE0 22
DE0 13 ror,ror,0.334,2057,1957.0,DE0 13
DE0 21 ror,ror,0.08,2057,1957.0,DE0 21
DE0 14 ror,ror,0.39,2057,1957.0,DE0 14
DE0 21 ror,ror,0.2611,2057,1957.0,DE0 21
DE0 14 ror,ror,0.11,2057,1957.0,DE0 14
DE0 24 ror,ror,0.07,2057,1957.0,DE0 24
DE0 21 ror,ror,0.09,2057,1957.0,DE0 21
DE0 B1 ror,ror,0.17,2057,1957.0,DE0 B1
DE0 14 ror,ror,0.04,2057,1957.0,DE0 14
DE0 21 ror,ror,0.624,2057,1957.0,DE0 21
DE0 22 ror,ror,0.04,2057,1957.0,DE0 22
DE0 22 ror,ror,0.06,2057,1957.0,DE0 22
DE0 21 ror,ror,0.3697,2057,1957.0,DE0 21
DE0 24 ror,ror,0.0342,2057,1957.0,DE0 24
DE0 13 ror,ror,0.045,2057,1957.0,DE0 13
DE0 G0 ror,ror,0.245,2057,1957.0,DE0 G0
DE0 25 ror,ror,0.5,2057,1957.0,DE0 25
DE0 22 ror,ror,0.0421,2057,1957.0,DE0 22
DE0 26 ror,ror,47.1,2057,1957.0,DE0 26
DE0 71 ror,ror,0.06,2057,1957.0,DE0 71
DE0 D4 ror,ror,0.132,2057,1957.0,DE0 D4
DE0 27 ror,ror,0.41,2057,1957.0,DE0 27
DE0 27 ror,ror,0.16,2057,1957.0,DE0 27
DE0 91 ror,ror,0.108,2057,1957.0,DE0 91
DE0 23 ror,ror,0.055,2057,1957.0,DE0 23
DE0 D4 ror,ror,0.32,2057,1957.0,DE0 D4
DE0 27 ror,ror,0.037,2057,1957.0,DE0 27
DE0 25 ror,ror,26.56,2057,1957.0,DE0 25
DE0 23 ror,ror,0.09,2057,1957.0,DE0 23
DE0 13 ror,ror,1.3,2057,1957.0,DE0 13
DE0 D2 ror,ror,0.21,2057,1957.0,DE0 D2
DE0 22 ror,ror,0.04,2057,1957.0,DE0 22
DE0 13 ror,ror,0.09,2057,1957.0,DE0 13
DE0 11 ror,ror,0.034,2057,1957.0,DE0 11
DE0 D2 ror,ror,0.26,2057,1957.0,DE0 D2
DE0 D5 ror,ror,0.165,2057,1957.0,DE0 D5
DE0 24 ror,ror,0.09,2057,1957.0,DE0 24
DE0 21 ror,ror,0.04,2057,1957.0,DE0 21
DE0 25 ror,ror,0.045,2057,1957.0,DE0 25
DE0 40 ror,ror,0.095,2057,1957.0,DE0 40
DE0 23 ror,ror,0.292,2057,1957.0,DE0 23
DE0 23 ror,ror,0.056,2057,1957.0,DE0 23
DE0 22 ror,ror,0.084,2057,1957.0,DE0 22
DE0 23 ror,ror,0.078,2057,1957.0,DE0 23
DE0 13 ror,ror,0.099,2057,1957.0,DE0 13
DE0 24 ror,ror,0.067,2057,1957.0,DE0 24
DE0 E0 ror,ror,0.32,2057,1957.0,DE0 E0
DE0 25 ror,ror,0.135,2057,1957.0,DE0 25
DE0 23 ror,ror,0.039,2057,1957.0,DE0 23
DE0 14 ror,ror,0.045,2057,1957.0,DE0 14
DE0 14 ror,ror,0.06,2057,1957.0,DE0 14
DE0 D4 ror,ror,0.045,2057,1957.0,DE0 D4
DE0 12 ror,ror,0.07,2057,1957.0,DE0 12
DE0 D4 ror,ror,0.27,2057,1957.0,DE0 D4
DE0 91 ror,ror,0.037,2057,1957.0,DE0 91
DE0 27 ror,ror,0.075,2057,1957.0,DE0 27
DE0 12 ror,ror,0.15403,2057,1957.0,DE0 12
DE0 11 ror,ror,0.075,2057,1957.0,DE0 11
DE0 25 ror,ror,0.075,2057,1957.0,DE0 25
DE0 23 ror,ror,0.17,2057,1957.0,DE0 23
DE0 E0 ror,ror,0.045,2057,1957.0,DE0 E0
DE0 27 ror,ror,0.055,2057,1957.0,DE0 27
DE0 D4 ror,ror,0.5840000000000001,2057,1957.0,DE0 D4
DE0 27 ror,ror,0.037,2057,1957.0,DE0 27
DE0 A5 ror,ror,0.055,2057,1957.0,DE0 A5
DE0 D4 ror,ror,0.4,2057,1957.0,DE0 D4
DE0 73 ror,ror,0.091,2057,1957.0,DE0 73
DE0 13 ror,ror,0.15,2057,1957.0,DE0 13
DE0 22 ror,ror,0.06,2057,1957.0,DE0 22
DE0 24 ror,ror,0.036,2057,1957.0,DE0 24
DE0 12 ror,ror,0.2,2057,1957.0,DE0 12
DE0 D4 ror,ror,31.3,2057,1957.0,DE0 D4
DE0 11 ror,ror,0.146,2057,1957.0,DE0 11
DE0 D4 ror,ror,0.655,2057,1957.0,DE0 D4
DE0 11 ror,ror,0.495,2057,1957.0,DE0 11
DE0 23 ror,ror,0.145,2057,1957.0,DE0 23
DE0 D4 ror,ror,0.36,2057,1957.0,DE0 D4
DE0 73 ror,ror,0.44,2057,1957.0,DE0 73
DE0 73 ror,ror,0.19,2057,1957.0,DE0 73
DE0 13 ror,ror,0.165,2057,1957.0,DE0 13
DE0 14 ror,ror,0.344,2057,1957.0,DE0 14
DE0 22 ror,ror,0.64,2057,1957.0,DE0 22
DE0 12 ror,ror,0.078,2057,1957.0,DE0 12
DE0 12 ror,ror,0.048,2057,1957.0,DE0 12
DE0 23 ror,ror,0.07,2057,1957.0,DE0 23
DE0 22 ror,ror,0.043,2057,1957.0,DE0 22
DE0 21 ror,ror,0.1,2057,1957.0,DE0 21
DE0 24 ror,ror,0.0465,2057,1957.0,DE0 24
DE0 11 ror,ror,0.09,2057,1957.0,DE0 11
DE0 73 ror,ror,0.14,2057,1957.0,DE0 73
DE0 73 ror,ror,19.0,2057,1957.0,DE0 73
DE0 G0 ror,ror,0.048,2057,1957.0,DE0 G0
DE0 23 ror,ror,0.045,2057,1957.0,DE0 23
DE0 11 ror,ror,0.25,2057,1957.0,DE0 11
DE0 27 ror,ror,0.6,2057,1957.0,DE0 27
DE0 13 ror,ror,0.19,2057,1957.0,DE0 13
DE0 21 ror,ror,0.045,2057,1957.0,DE0 21
DE0 23 ror,ror,0.035,2057,1957.0,DE0 23
DE0 12 ror,ror,0.585,2057,1957.0,DE0 12
DE0 21 ror,ror,1.42,2057,1957.0,DE0 21
DE0 A5 ror,ror,0.49,2057,1957.0,DE0 A5
DE0 G0 ror,ror,0.23,2057,1957.0,DE0 G0
DE0 E0 ror,ror,0.4,2057,1957.0,DE0 E0
DE0 D4 ror,ror,0.06,2057,1957.0,DE0 D4
DE0 24 ror,ror,0.055,2057,1957.0,DE0 24
DE0 24 ror,ror,0.49,2057,1957.0,DE0 24
DE0 21 ror,ror,0.053,2057,1957.0,DE0 21
DE0 21 ror,ror,0.068,2057,1957.0,DE0 21
DE0 13 ror,ror,0.124,2057,1957.0,DE0 13
DE0 A5 ror,ror,4.799999999999999,2057,1957.0,DE0 A5
DE0 D4 ror,ror,0.095,2057,1957.0,DE0 D4
DE0 22 ror,ror,0.0378,2057,1957.0,DE0 22
DE0 12 ror,ror,0.075,2057,1957.0,DE0 12
DE0 24 ror,ror,0.03648,2057,1957.0,DE0 24
DE0 25 ror,ror,0.08,2057,1957.0,DE0 25
DE0 A4 ror,ror,0.06,2057,1957.0,DE0 A4
DE0 13 ror,ror,0.089,2057,1957.0,DE0 13
DE0 91 ror,ror,0.0954,2057,1957.0,DE0 91
DE0 D4 ror,ror,0.395,2057,1957.0,DE0 D4
DE0 12 ror,ror,0.114,2057,1957.0,DE0 12
DE0 24 ror,ror,0.16,2057,1957.0,DE0 24
DE0 23 ror,ror,0.18,2057,1957.0,DE0 23
DE0 22 ror,ror,0.07,2057,1957.0,DE0 22
DE0 13 ror,ror,0.04,2057,1957.0,DE0 13
DE0 E0 ror,ror,0.15,2057,1957.0,DE0 E0
DE0 22 ror,ror,0.09,2057,1957.0,DE0 22
DE0 21 ror,ror,0.16,2057,1957.0,DE0 21
DE0 14 ror,ror,0.095,2057,1957.0,DE0 14
DE0 E0 ror,ror,1.893,2057,1957.0,DE0 E0
DE0 14 ror,ror,1.0,2057,1957.0,DE0 14
DE0 A2 lignite,lignite,3406.0,2054,2009.0,DE0 A2
DE0 A5 CCGT,CCGT,525.09170841,2047,2007.0,DE0 A5
DE0 A1 CCGT,CCGT,763.08291438,2051,2011.0,DE0 A1
DE0 21 CCGT,CCGT,1771.71231111,2051,2011.0,DE0 21
DE0 40 lignite,lignite,2790.0,2041,1996.0,DE0 40
DE0 30 OCGT,OCGT,206.51088772,2057,2017.0,DE0 30
DE0 A2 CCGT,CCGT,1548.8316579,2053,2013.0,DE0 A2
DE0 D2 CCGT,CCGT,327.3953098,2035,1995.0,DE0 D2
DE0 D5 lignite,lignite,1750.0,2045,2000.0,DE0 D5
DE0 A2 lignite,lignite,2091.0,2021,1976.0,DE0 A2
DE0 71 CCGT,CCGT,968.586431916,2040,2000.0,DE0 71
DE0 B3 CCGT,CCGT,15.110552760000001,2043,2003.0,DE0 B3
DE0 A5 CCGT,CCGT,795.82244536,2024,1984.0,DE0 A5
DE0 30 CCGT,CCGT,559.09045212,2036,1996.0,DE0 30
DE0 D2 lignite,lignite,2427.0,2057,2012.0,DE0 D2
DE0 12 CCGT,CCGT,444.50209369,2038,1998.0,DE0 12
DE0 A1 CCGT,CCGT,737.89865978,2040,2000.0,DE0 A1
DE0 94 CCGT,CCGT,2313.17378501,2050,2010.0,DE0 94
DE0 A1 lignite,lignite,562.0,2035,1990.0,DE0 A1
DE0 30 OCGT,OCGT,181.32663312,2040,2000.0,DE0 30
DE0 E0 lignite,lignite,900.0,2041,1996.0,DE0 E0
DE0 D2 lignite,lignite,1500.0,2043,1998.0,DE0 D2
DE0 93 CCGT,CCGT,559.720058485,2056,2016.0,DE0 93
DE0 A2 CCGT,CCGT,155.512772155,2050,2010.0,DE0 A2
DE0 92 CCGT,CCGT,289.6189279,2053,2013.0,DE0 92
DE0 D5 CCGT,CCGT,210.28852591,2050,2010.0,DE0 D5
DE0 21 CCGT,CCGT,214.0661641,2041,2001.0,DE0 21
DE0 94 OCGT,OCGT,404.20728633,2046,2006.0,DE0 94
DE0 21 CCGT,CCGT,820.880778687,2044,2004.0,DE0 21
DE0 71 OCGT,OCGT,88.1448911,2044,2004.0,DE0 71
DE0 40 oil,oil,333.5,2051,2011.0,DE0 40
DE0 25 CCGT,CCGT,188.8819095,2045,2005.0,DE0 25
DE0 F0 oil,oil,256.0,2022,1982.0,DE0 F0
DE0 A5 CCGT,CCGT,1070.3308205,2034,1994.0,DE0 A5
DE0 A1 OCGT,OCGT,1441.79857585,2034,1994.0,DE0 A1
DE0 30 OCGT,OCGT,181.32663312,2038,1998.0,DE0 30
DE0 91 lignite,lignite,352.0,2047,2002.0,DE0 91
DE0 A2 CCGT,CCGT,1099.166792017,2056,2016.0,DE0 A2
DE0 21 OCGT,OCGT,184.663173633556,2034,1994.0,DE0 21
DE0 A5 OCGT,OCGT,314.8031825,2034,1994.0,DE0 A5
DE0 92 OCGT,OCGT,125.921273,2034,1994.0,DE0 92
DE0 26 OCGT,OCGT,71.77512561,2047,2007.0,DE0 26
DE0 G0 OCGT,OCGT,13.85134003,2036,1996.0,DE0 G0
DE0 G0 CCGT,CCGT,137.380108843,2054,2014.0,DE0 G0
DE0 22 OCGT,OCGT,20.14740368,2057,2017.0,DE0 22
DE0 A5 OCGT,OCGT,32.73953098,2044,2004.0,DE0 A5
DE0 26 CCGT,CCGT,153.62395306,2049,2009.0,DE0 26
DE0 73 oil,oil,24.8,2051,2011.0,DE0 73
DE0 11 OCGT,OCGT,36.769011716,2058,2018.0,DE0 11
DE0 21 OCGT,OCGT,92.04845056299999,2042,2002.0,DE0 21
DE0 G0 OCGT,OCGT,93.18174202,2036,1996.0,DE0 G0
DE0 13 CCGT,CCGT,50.3685092,2038,1998.0,DE0 13
DE0 E0 lignite,lignite,49.0,2041,1996.0,DE0 E0
DE0 40 lignite,lignite,74.0,2044,1999.0,DE0 40
DE0 71 OCGT,OCGT,119.121524258,2053,2013.0,DE0 71
DE0 D4 lignite,lignite,147.6,2055,2010.0,DE0 D4
DE0 12 OCGT,OCGT,16.999371855,2041,2001.0,DE0 12
DE0 A1 OCGT,OCGT,15.866080398,2051,2011.0,DE0 A1
DE0 D4 CCGT,CCGT,16.508278890299998,2033,1993.0,DE0 D4
DE0 A4 CCGT,CCGT,184.474664945,2021,1981.0,DE0 A4
DE0 40 CCGT,CCGT,201.4740368,2034,1994.0,DE0 40
DE0 93 CCGT,CCGT,16.36976549,2040,2000.0,DE0 93
DE0 80 OCGT,OCGT,28.96189279,2034,1994.0,DE0 80
DE0 E0 CCGT,CCGT,49.10929647,2038,1998.0,DE0 E0
DE0 A3 CCGT,CCGT,131.08404519299998,2045,2005.0,DE0 A3
DE0 E0 CCGT,CCGT,192.785468963,2053,2013.0,DE0 E0
DE0 21 oil,oil,92.8,2022,1982.0,DE0 21
DE0 11 OCGT,OCGT,23.799120596999998,2054,2014.0,DE0 11
DE0 80 OCGT,OCGT,18.510427131,2036,1996.0,DE0 80
DE0 91 OCGT,OCGT,23.673199324000002,2038,1998.0,DE0 91
DE0 A5 OCGT,OCGT,55.40536012,2053,2013.0,DE0 A5
DE0 G0 CCGT,CCGT,229.17671686,2036,1996.0,DE0 G0
DE0 F0 OCGT,OCGT,27.073073695,2045,2005.0,DE0 F0
DE0 A1 CCGT,CCGT,103.25544386,2045,2005.0,DE0 A1
DE0 E0 CCGT,CCGT,176.919388565,2034,1994.0,DE0 E0
DE0 E0 OCGT,OCGT,22.413986594,2034,1994.0,DE0 E0
DE0 91 OCGT,OCGT,13.095812392000001,2054,2014.0,DE0 91
DE0 71 OCGT,OCGT,14.355025122,2039,1999.0,DE0 71
DE0 A5 OCGT,OCGT,16.999371855,2036,1996.0,DE0 A5
DE0 E0 CCGT,CCGT,133.47654938,2040,2000.0,DE0 E0
DE0 A5 OCGT,OCGT,26.065703511,2044,2004.0,DE0 A5
DE0 B3 CCGT,CCGT,516.2772193,2037,1997.0,DE0 B3
DE0 71 OCGT,OCGT,173.393592921,2058,2018.0,DE0 71
DE0 E0 OCGT,OCGT,33.99874371,2036,1996.0,DE0 E0
DE0 E0 lignite,lignite,31.0,2039,1994.0,DE0 E0
DE0 E0 OCGT,OCGT,50.3685092,2037,1997.0,DE0 E0
DE0 B3 OCGT,OCGT,74.29355107,2047,2007.0,DE0 B3
DE0 23 OCGT,OCGT,16.747529309,2056,2016.0,DE0 23
DE0 40 OCGT,OCGT,103.003601314,2036,1996.0,DE0 40
DE0 27 oil,oil,11.4,2028,1988.0,DE0 27
DE0 A4 CCGT,CCGT,47.220477375,2045,2005.0,DE0 A4
DE0 80 CCGT,CCGT,94.44095475,2037,1997.0,DE0 80
DE0 14 OCGT,OCGT,16.873450582,2040,2000.0,DE0 14
DE0 26 CCGT,CCGT,125.921273,2035,1995.0,DE0 26
DE0 G0 OCGT,OCGT,25.1842546,2035,1995.0,DE0 G0
DE0 40 OCGT,OCGT,231.065535955,2029,1989.0,DE0 40
DE0 G0 OCGT,OCGT,12.214363481,2034,1994.0,DE0 G0
DE0 80 CCGT,CCGT,135.99497484,2036,1996.0,DE0 80
DE0 71 CCGT,CCGT,141.157747033,2039,1999.0,DE0 71
DE0 21 OCGT,OCGT,176.2897822,2054,2014.0,DE0 21
DE0 93 CCGT,CCGT,197.69639861,2055,2015.0,DE0 93
DE0 E0 CCGT,CCGT,125.921273,2055,2015.0,DE0 E0
DE0 E0 OCGT,OCGT,14.355025122,2039,1999.0,DE0 E0
DE0 E0 OCGT,OCGT,27.70268006,2034,1994.0,DE0 E0
DE0 C0 OCGT,OCGT,48.605611378,2052,2012.0,DE0 C0
DE0 40 CCGT,CCGT,153.62395306,2034,1994.0,DE0 40
DE0 A1 oil,oil,4.8,2037,1997.0,DE0 A1
DE0 71 OCGT,OCGT,121.514028445,2052,2012.0,DE0 71
DE0 11 OCGT,OCGT,318.58082069,2037,1997.0,DE0 11
DE0 26 CCGT,CCGT,59.18299831,2053,2013.0,DE0 26
DE0 73 CCGT,CCGT,98.21859294,2051,2011.0,DE0 73
DE0 B3 OCGT,OCGT,16.36976549,2053,2013.0,DE0 B3
DE0 A1 OCGT,OCGT,12.843969845999998,2040,2000.0,DE0 A1
DE0 A1 OCGT,OCGT,26.569388603,2052,2012.0,DE0 A1
DE0 14 CCGT,CCGT,12.340284754,2051,2011.0,DE0 14
DE0 B3 OCGT,OCGT,15.740159125,2048,2008.0,DE0 B3
DE0 A2 lignite,lignite,2120.0,2057,2012.0,DE0 A2
DE0 G0 OCGT,OCGT,16.999371855,2035,1995.0,DE0 G0
DE0 94 OCGT,OCGT,83.10804018,2036,1996.0,DE0 94
DE0 B3 OCGT,OCGT,14.480946395,2031,1991.0,DE0 B3
DE0 22 OCGT,OCGT,31.984003341999998,2036,1996.0,DE0 22
DE0 21 OCGT,OCGT,42.4858375102,2054,2014.0,DE0 21
DE0 A3 OCGT,OCGT,13.977261302999999,2045,2005.0,DE0 A3
DE0 A4 OCGT,OCGT,31.48031825,2034,1994.0,DE0 A4
DE0 25 CCGT,CCGT,35.635720259,2054,2014.0,DE0 25
DE0 D2 OCGT,OCGT,43.190996639,2038,1998.0,DE0 D2
DE0 E0 lignite,lignite,23.3,2038,1993.0,DE0 E0
DE0 E0 OCGT,OCGT,29.339656609000002,2033,1993.0,DE0 E0
DE0 40 lignite,lignite,45.0,2042,1997.0,DE0 40
DE0 73 lignite,lignite,33.5,2034,1989.0,DE0 73
DE0 F0 CCGT,CCGT,98.21859294,2056,2016.0,DE0 F0
DE0 C0 OCGT,OCGT,27.70268006,2056,2016.0,DE0 C0
DE0 A2 lignite,lignite,176.0,2033,1988.0,DE0 A2
DE0 D4 OCGT,OCGT,16.873450582,2053,2013.0,DE0 D4
DE0 A1 OCGT,OCGT,23.799120596999998,2032,1992.0,DE0 A1
DE0 A2 OCGT,OCGT,19.014112222999998,2036,1996.0,DE0 A2
DE0 21 CCGT,CCGT,29.339656609000002,2053,2013.0,DE0 21
DE0 27 OCGT,OCGT,38.657830811,2044,2004.0,DE0 27
DE0 A2 CCGT,CCGT,65.35314068699999,2036,1996.0,DE0 A2
DE0 C0 OCGT,OCGT,24.554648235,2054,2014.0,DE0 C0
DE0 B1 CCGT,CCGT,48.857453924,2053,2013.0,DE0 B1
DE0 A2 lignite,lignite,0.0,2038,1993.0,DE0 A2
DE0 E0 lignite,lignite,45.0,2024,1979.0,DE0 E0
DE0 G0 OCGT,OCGT,65.47906196,2053,2013.0,DE0 G0
DE0 21 OCGT,OCGT,30.221105520000002,2041,2001.0,DE0 21
DE0 E0 CCGT,CCGT,134.73576211,2034,1994.0,DE0 E0
DE0 A1 OCGT,OCGT,30.221105520000002,2035,1995.0,DE0 A1
DE0 B3 OCGT,OCGT,14.606867668,2029,1989.0,DE0 B3
DE0 A2 OCGT,OCGT,119.62520935,2053,2013.0,DE0 A2
DE0 A2 lignite,lignite,9.3,2028,1983.0,DE0 A2
DE0 80 OCGT,OCGT,19.014112222999998,2033,1993.0,DE0 80
DE0 73 OCGT,OCGT,62.9606365,2028,1988.0,DE0 73
DE0 D5 OCGT,OCGT,58.679313218000004,2033,1993.0,DE0 D5
DE0 93 CCGT,CCGT,18.636348404,2042,2002.0,DE0 93
DE0 A1 CCGT,CCGT,50.116666654,2039,1999.0,DE0 A1
DE0 93 OCGT,OCGT,38.657830811,2052,2012.0,DE0 93
DE0 A2 oil,oil,114.4,2044,2004.0,DE0 A2
DE0 21 OCGT,OCGT,19.014112222999998,2040,2000.0,DE0 21
DE0 A2 CCGT,CCGT,19.895561134,2041,2001.0,DE0 A2
DE0 A2 lignite,lignite,75.3,2055,2010.0,DE0 A2
DE0 B3 oil,oil,70.0,2035,1995.0,DE0 B3
DE0 B3 CCGT,CCGT,685.641331485,2045,2005.0,DE0 B3
DE0 91 CCGT,CCGT,118.36599662,2050,2010.0,DE0 91
DE0 26 oil,oil,0.5,2031,1991.0,DE0 26
DE0 A1 OCGT,OCGT,14.355025122,2042,2002.0,DE0 A1
DE0 A2 lignite,lignite,14.5,2036,1991.0,DE0 A2
DE0 A2 lignite,lignite,23.2,2058,2013.0,DE0 A2
DE0 E0 lignite,lignite,20.3,2059,2014.0,DE0 E0
DE0 A4 OCGT,OCGT,12.843969845999998,2057,2017.0,DE0 A4
DE0 11 OCGT,OCGT,44.198366823,2028,1988.0,DE0 11
DE0 94 OCGT,OCGT,73.7646817234,2029,1989.0,DE0 94
DE0 22 CCGT,CCGT,149.216708505,2050,2010.0,DE0 22
DE0 C0 CCGT,CCGT,94.44095475,2045,2005.0,DE0 C0
DE0 80 OCGT,OCGT,56.538651576999996,2034,1994.0,DE0 80
DE0 11 OCGT,OCGT,119.62520935,2053,2013.0,DE0 11
DE0 27 oil,oil,24.0,2028,1988.0,DE0 27
DE0 A1 oil,oil,60.0,2048,2008.0,DE0 A1
DE0 E0 oil,oil,120.0,2034,1994.0,DE0 E0
DE0 D5 oil,oil,17.0,2035,1995.0,DE0 D5
DE0 D4 OCGT,OCGT,24.050963143,2037,1997.0,DE0 D4
DE0 60 CCGT,CCGT,159.92001671,2049,2009.0,DE0 60
DE0 A5 CCGT,CCGT,1071.841875776,2048,2008.0,DE0 A5
DE0 11 oil,oil,136.0,2021,1981.0,DE0 11
DE0 A2 OCGT,OCGT,503.685092,2046,2006.0,DE0 A2
DE0 92 OCGT,OCGT,19.895561134,2043,2003.0,DE0 92
DE0 E0 OCGT,OCGT,29.465577881999998,2034,1994.0,DE0 E0
DE0 A4 OCGT,OCGT,16.117922944,2041,2001.0,DE0 A4
DE0 12 OCGT,OCGT,41.55402009,2024,1984.0,DE0 12
DE0 71 OCGT,OCGT,31.48031825,2046,2006.0,DE0 71
DE0 G0 OCGT,OCGT,27.828601333,2033,1993.0,DE0 G0
DE0 G0 CCGT,CCGT,86.88567837,2049,2009.0,DE0 G0
DE0 94 OCGT,OCGT,22.791750413000003,2036,1996.0,DE0 94
DE0 G0 OCGT,OCGT,878.93048554,2034,1994.0,DE0 G0
DE0 22 ror,ror,124.4,2044,1944.0,DE0 22
DE0 22 ror,ror,0.215,2057,1957.0,DE0 22
DE0 14 ror,ror,0.637,2057,1957.0,DE0 14
DE0 21 ror,ror,30.0,2092,1992.0,DE0 21
DE0 21 ror,ror,0.0625,2057,1957.0,DE0 21
DE0 21 ror,ror,0.374,2057,1957.0,DE0 21
DE0 22 ror,ror,0.22,2057,1957.0,DE0 22
DE0 13 ror,ror,0.482,2057,1957.0,DE0 13
DE0 D2 ror,ror,0.16,2057,1957.0,DE0 D2
DE0 22 ror,ror,0.26,2057,1957.0,DE0 22
DE0 22 ror,ror,0.032,2057,1957.0,DE0 22
DE0 13 ror,ror,0.075,2057,1957.0,DE0 13
DE0 D2 ror,ror,0.04636,2057,1957.0,DE0 D2
DE0 13 ror,ror,0.075,2057,1957.0,DE0 13
DE0 13 OCGT,OCGT,37.7763819,2057,2017.0,DE0 13
DE0 80 OCGT,OCGT,47.85008374,2053,2013.0,DE0 80
