,bus,carrier,p_nom,year_removed
DE0 0 biomass,DE0 0,biomass,0.366,2049
DE0 103 biomass,DE0 103,biomass,0.2,2049
DE0 104 biomass,DE0 104,biomass,0.23900000000000002,2049
DE0 106 biomass,DE0 106,biomass,1.435,2049
DE0 108 biomass,DE0 108,biomass,0.259,2049
DE0 109 biomass,DE0 109,biomass,0.36,2049
DE0 11 biomass,DE0 11,biomass,0.15,2049
DE0 111 biomass,DE0 111,biomass,0.613,2049
DE0 113 biomass,DE0 113,biomass,0.4,2049
DE0 116 biomass,DE0 116,biomass,1.7249999999999999,2049
DE0 117 biomass,DE0 117,biomass,0.2,2049
DE0 119 biomass,DE0 119,biomass,0.235,2049
DE0 12 biomass,DE0 12,biomass,0.15,2049
DE0 120 biomass,DE0 120,biomass,0.075,2049
DE0 121 biomass,DE0 121,biomass,0.15,2049
DE0 123 biomass,DE0 123,biomass,0.15,2049
DE0 127 biomass,DE0 127,biomass,0.22499999999999998,2049
DE0 13 biomass,DE0 13,biomass,0.255,2049
DE0 15 biomass,DE0 15,biomass,0.075,2049
DE0 17 biomass,DE0 17,biomass,0.1,2049
DE0 18 biomass,DE0 18,biomass,0.899,2049
DE0 19 biomass,DE0 19,biomass,0.075,2049
DE0 2 biomass,DE0 2,biomass,0.075,2049
DE0 20 biomass,DE0 20,biomass,0.075,2049
DE0 24 biomass,DE0 24,biomass,0.29900000000000004,2049
DE0 25 biomass,DE0 25,biomass,0.175,2049
DE0 3 biomass,DE0 3,biomass,0.075,2049
DE0 30 biomass,DE0 30,biomass,0.14500000000000002,2049
DE0 31 biomass,DE0 31,biomass,0.3,2049
DE0 32 biomass,DE0 32,biomass,2.594,2049
DE0 34 biomass,DE0 34,biomass,0.174,2049
DE0 35 biomass,DE0 35,biomass,0.31,2049
DE0 39 biomass,DE0 39,biomass,0.075,2049
DE0 4 biomass,DE0 4,biomass,0.2,2049
DE0 40 biomass,DE0 40,biomass,0.1,2049
DE0 42 biomass,DE0 42,biomass,0.384,2049
DE0 44 biomass,DE0 44,biomass,0.44999999999999996,2049
DE0 45 biomass,DE0 45,biomass,0.15,2049
DE0 46 biomass,DE0 46,biomass,0.05,2049
DE0 48 biomass,DE0 48,biomass,0.705,2049
DE0 53 biomass,DE0 53,biomass,0.15,2049
DE0 54 biomass,DE0 54,biomass,0.095,2049
DE0 55 biomass,DE0 55,biomass,0.075,2049
DE0 56 biomass,DE0 56,biomass,0.075,2049
DE0 58 biomass,DE0 58,biomass,0.549,2049
DE0 60 biomass,DE0 60,biomass,0.4235,2049
DE0 69 biomass,DE0 69,biomass,0.195,2049
DE0 7 biomass,DE0 7,biomass,0.18,2049
DE0 71 biomass,DE0 71,biomass,0.075,2049
DE0 73 biomass,DE0 73,biomass,0.15,2049
DE0 76 biomass,DE0 76,biomass,0.275,2049
DE0 77 biomass,DE0 77,biomass,0.188,2049
DE0 8 biomass,DE0 8,biomass,0.075,2049
DE0 80 biomass,DE0 80,biomass,0.235,2049
DE0 81 biomass,DE0 81,biomass,0.837,2049
DE0 82 biomass,DE0 82,biomass,0.279,2049
