,carrier,p_nom,bus,yearcommissioned,retrofit,year_removed
DE0 60 ror,ror,25.0,DE0 60,1938,1938.0,2038
DE0 103 ror,ror,25.0,DE0 103,1985,1985.0,2085
DE0 127 ror,ror,0.132,DE0 127,1957,1957.0,2057
DE0 38 ror,ror,0.099,DE0 38,1957,1957.0,2057
DE0 38 ror,ror,0.5,DE0 38,1957,1957.0,2057
DE0 81 ror,ror,0.413,DE0 81,1957,1957.0,2057
DE0 89 ror,ror,2.6,DE0 89,1957,1957.0,2057
DE0 86 ror,ror,0.145,DE0 86,1957,1957.0,2057
DE0 4 ror,ror,0.24,DE0 4,1957,1957.0,2057
DE0 96 ror,ror,5.4,DE0 96,1957,1957.0,2057
DE0 83 ror,ror,0.18,DE0 83,1957,1957.0,2057
DE0 50 ror,ror,0.09,DE0 50,1957,1957.0,2057
DE0 7 ror,ror,0.82,DE0 7,1957,1957.0,2057
DE0 82 ror,ror,0.08,DE0 82,1957,1957.0,2057
DE0 60 ror,ror,0.075,DE0 60,1957,1957.0,2057
DE0 50 ror,ror,22.0,DE0 50,1957,1957.0,2057
DE0 60 ror,ror,0.215,DE0 60,1957,1957.0,2057
DE0 53 ror,ror,2.4,DE0 53,1957,1957.0,2057
DE0 8 ror,ror,1.785,DE0 8,1957,1957.0,2057
DE0 65 ror,ror,0.16,DE0 65,1957,1957.0,2057
DE0 40 ror,ror,1.1,DE0 40,1957,1957.0,2057
DE0 66 ror,ror,4.515,DE0 66,1957,1957.0,2057
DE0 84 ror,ror,0.511,DE0 84,1957,1957.0,2057
DE0 26 ror,ror,0.0375,DE0 26,1957,1957.0,2057
DE0 28 ror,ror,4.86,DE0 28,1957,1957.0,2057
DE0 107 ror,ror,1.45,DE0 107,1957,1957.0,2057
DE0 20 ror,ror,0.225,DE0 20,1957,1957.0,2057
DE0 63 ror,ror,0.8,DE0 63,1957,1957.0,2057
DE0 60 ror,ror,0.148,DE0 60,1957,1957.0,2057
DE0 123 ror,ror,0.084,DE0 123,1957,1957.0,2057
DE0 123 ror,ror,0.6,DE0 123,1957,1957.0,2057
DE0 100 ror,ror,0.1,DE0 100,1957,1957.0,2057
DE0 85 ror,ror,0.66,DE0 85,1957,1957.0,2057
DE0 95 ror,ror,0.3,DE0 95,1957,1957.0,2057
DE0 96 ror,ror,0.4,DE0 96,1957,1957.0,2057
DE0 117 ror,ror,0.352,DE0 117,1957,1957.0,2057
DE0 7 ror,ror,0.97,DE0 7,1957,1957.0,2057
DE0 60 ror,ror,0.18,DE0 60,1957,1957.0,2057
DE0 40 ror,ror,0.55,DE0 40,1957,1957.0,2057
DE0 40 ror,ror,0.35,DE0 40,1957,1957.0,2057
DE0 9 ror,ror,1.504,DE0 9,1957,1957.0,2057
DE0 8 ror,ror,0.505,DE0 8,1957,1957.0,2057
DE0 7 ror,ror,1.0,DE0 7,1957,1957.0,2057
DE0 12 ror,ror,0.19,DE0 12,1957,1957.0,2057
DE0 38 ror,ror,0.88,DE0 38,1957,1957.0,2057
DE0 30 ror,ror,36.5,DE0 30,1942,1942.0,2042
DE0 60 ror,ror,36.6,DE0 60,1982,1982.0,2082
DE0 7 ror,ror,19.0,DE0 7,1942,1942.0,2042
DE0 89 ror,ror,10.5,DE0 89,1959,1959.0,2059
DE0 2 ror,ror,29.9,DE0 2,2011,2011.0,2111
DE0 26 ror,ror,130.3,DE0 26,1952,1958.0,2058
DE0 60 ror,ror,0.5,DE0 60,1957,1957.0,2057
DE0 24 ror,ror,6.05,DE0 24,1957,1957.0,2057
DE0 125 ror,ror,0.13,DE0 125,1957,1957.0,2057
DE0 8 ror,ror,0.6459999999999999,DE0 8,1957,1957.0,2057
DE0 28 ror,ror,0.75,DE0 28,1957,1957.0,2057
DE0 60 ror,ror,1.79,DE0 60,1957,1957.0,2057
DE0 8 ror,ror,0.6,DE0 8,1957,1957.0,2057
DE0 84 ror,ror,0.037,DE0 84,1957,1957.0,2057
DE0 98 ror,ror,0.055,DE0 98,1957,1957.0,2057
DE0 8 ror,ror,1.05,DE0 8,1957,1957.0,2057
DE0 121 ror,ror,0.5,DE0 121,1957,1957.0,2057
DE0 76 ror,ror,1.08,DE0 76,1957,1957.0,2057
DE0 86 ror,ror,0.672,DE0 86,1957,1957.0,2057
DE0 8 ror,ror,0.88,DE0 8,1957,1957.0,2057
DE0 106 ror,ror,0.6,DE0 106,1957,1957.0,2057
DE0 95 ror,ror,0.044,DE0 95,1957,1957.0,2057
DE0 3 ror,ror,0.42,DE0 3,1957,1957.0,2057
DE0 89 ror,ror,2.6,DE0 89,1957,1957.0,2057
DE0 98 ror,ror,0.15,DE0 98,1957,1957.0,2057
DE0 40 ror,ror,0.28,DE0 40,1957,1957.0,2057
DE0 84 ror,ror,1.7280000000000002,DE0 84,1957,1957.0,2057
DE0 76 ror,ror,0.285,DE0 76,1957,1957.0,2057
DE0 8 ror,ror,0.56,DE0 8,1957,1957.0,2057
DE0 48 ror,ror,0.992,DE0 48,1957,1957.0,2057
DE0 9 ror,ror,0.8,DE0 9,1957,1957.0,2057
DE0 40 ror,ror,0.55,DE0 40,1957,1957.0,2057
DE0 81 ror,ror,0.12,DE0 81,1957,1957.0,2057
DE0 7 ror,ror,0.465,DE0 7,1957,1957.0,2057
DE0 98 ror,ror,0.08,DE0 98,1957,1957.0,2057
DE0 89 ror,ror,2.5,DE0 89,1957,1957.0,2057
DE0 50 ror,ror,0.064,DE0 50,1957,1957.0,2057
DE0 7 ror,ror,1.152,DE0 7,1957,1957.0,2057
DE0 95 ror,ror,0.107,DE0 95,1957,1957.0,2057
DE0 26 ror,ror,0.132,DE0 26,1957,1957.0,2057
DE0 24 ror,ror,1.155,DE0 24,1957,1957.0,2057
DE0 48 ror,ror,0.16,DE0 48,1957,1957.0,2057
DE0 52 ror,ror,1.7280000000000002,DE0 52,1957,1957.0,2057
DE0 40 ror,ror,0.452,DE0 40,1957,1957.0,2057
DE0 24 ror,ror,4.42,DE0 24,1957,1957.0,2057
DE0 29 ror,ror,0.35,DE0 29,1957,1957.0,2057
DE0 98 ror,ror,0.13,DE0 98,1957,1957.0,2057
DE0 40 ror,ror,0.72,DE0 40,1957,1957.0,2057
DE0 24 ror,ror,0.205,DE0 24,1957,1957.0,2057
DE0 84 ror,ror,0.8,DE0 84,1957,1957.0,2057
DE0 86 ror,ror,0.39,DE0 86,1957,1957.0,2057
DE0 66 ror,ror,0.43,DE0 66,1957,1957.0,2057
DE0 105 ror,ror,0.06,DE0 105,1957,1957.0,2057
DE0 48 ror,ror,0.637,DE0 48,1957,1957.0,2057
DE0 83 ror,ror,0.42,DE0 83,1957,1957.0,2057
DE0 63 ror,ror,0.2,DE0 63,1957,1957.0,2057
DE0 65 ror,ror,0.11,DE0 65,1957,1957.0,2057
DE0 36 ror,ror,0.05,DE0 36,1957,1957.0,2057
DE0 8 ror,ror,0.72,DE0 8,1957,1957.0,2057
DE0 9 ror,ror,1.4,DE0 9,1957,1957.0,2057
DE0 40 ror,ror,0.196,DE0 40,1957,1957.0,2057
DE0 86 ror,ror,0.09,DE0 86,1957,1957.0,2057
DE0 89 ror,ror,2.4,DE0 89,1957,1957.0,2057
DE0 30 ror,ror,3.35,DE0 30,1957,1957.0,2057
DE0 7 ror,ror,0.279,DE0 7,1957,1957.0,2057
DE0 71 ror,ror,3.05,DE0 71,1957,1957.0,2057
DE0 103 ror,ror,26.1,DE0 103,1951,1951.0,2051
DE0 60 ror,ror,30.0,DE0 60,1992,1992.0,2092
DE0 7 ror,ror,30.0,DE0 7,1930,1984.0,2084
DE0 103 ror,ror,18.0,DE0 103,1951,1951.0,2051
DE0 31 ror,ror,0.12,DE0 31,1957,1957.0,2057
DE0 28 ror,ror,0.032,DE0 28,1957,1957.0,2057
DE0 81 ror,ror,0.08,DE0 81,1957,1957.0,2057
DE0 111 ror,ror,0.1195,DE0 111,1957,1957.0,2057
DE0 36 ror,ror,0.108,DE0 36,1957,1957.0,2057
DE0 50 ror,ror,0.09,DE0 50,1957,1957.0,2057
DE0 60 ror,ror,0.0625,DE0 60,1957,1957.0,2057
DE0 125 ror,ror,0.075,DE0 125,1957,1957.0,2057
DE0 63 ror,ror,0.037,DE0 63,1957,1957.0,2057
DE0 30 ror,ror,0.04636,DE0 30,1957,1957.0,2057
DE0 60 ror,ror,0.06,DE0 60,1957,1957.0,2057
DE0 30 ror,ror,0.04864,DE0 30,1957,1957.0,2057
DE0 4 ror,ror,0.145,DE0 4,1957,1957.0,2057
DE0 63 ror,ror,0.4,DE0 63,1957,1957.0,2057
DE0 7 ror,ror,0.036,DE0 7,1957,1957.0,2057
DE0 123 ror,ror,0.25,DE0 123,1957,1957.0,2057
DE0 126 ror,ror,0.075,DE0 126,1957,1957.0,2057
DE0 100 ror,ror,0.037,DE0 100,1957,1957.0,2057
DE0 7 ror,ror,0.063,DE0 7,1957,1957.0,2057
DE0 4 ror,ror,0.068,DE0 4,1957,1957.0,2057
DE0 30 ror,ror,0.1,DE0 30,1957,1957.0,2057
DE0 30 ror,ror,1.402,DE0 30,1957,1957.0,2057
DE0 7 ror,ror,0.63,DE0 7,1957,1957.0,2057
DE0 60 ror,ror,0.374,DE0 60,1957,1957.0,2057
DE0 4 ror,ror,0.4350000000000001,DE0 4,1957,1957.0,2057
DE0 37 ror,ror,0.2,DE0 37,1957,1957.0,2057
DE0 17 ror,ror,0.061,DE0 17,1957,1957.0,2057
DE0 8 ror,ror,0.35,DE0 8,1957,1957.0,2057
DE0 60 ror,ror,0.39,DE0 60,1957,1957.0,2057
DE0 85 ror,ror,0.355,DE0 85,1957,1957.0,2057
DE0 23 ror,ror,0.45,DE0 23,1957,1957.0,2057
DE0 83 ror,ror,0.04854,DE0 83,1957,1957.0,2057
DE0 4 ror,ror,0.05,DE0 4,1957,1957.0,2057
DE0 60 ror,ror,0.075,DE0 60,1957,1957.0,2057
DE0 50 ror,ror,0.055,DE0 50,1957,1957.0,2057
DE0 8 ror,ror,0.6459999999999999,DE0 8,1957,1957.0,2057
DE0 111 ror,ror,0.075,DE0 111,1957,1957.0,2057
DE0 21 ror,ror,59.99999999999999,DE0 21,1957,1957.0,2057
DE0 121 ror,ror,0.212,DE0 121,1957,1957.0,2057
DE0 104 ror,ror,0.035,DE0 104,1957,1957.0,2057
DE0 103 ror,ror,0.165,DE0 103,1957,1957.0,2057
DE0 115 ror,ror,0.17,DE0 115,1957,1957.0,2057
DE0 109 ror,ror,1.04,DE0 109,1957,1957.0,2057
DE0 96 ror,ror,5.8500000000000005,DE0 96,1957,1957.0,2057
DE0 43 ror,ror,0.22,DE0 43,1957,1957.0,2057
DE0 60 ror,ror,0.22,DE0 60,1957,1957.0,2057
DE0 6 ror,ror,0.16,DE0 6,1957,1957.0,2057
DE0 8 ror,ror,0.53,DE0 8,1957,1957.0,2057
DE0 7 ror,ror,0.482,DE0 7,1957,1957.0,2057
DE0 8 ror,ror,0.516,DE0 8,1957,1957.0,2057
DE0 59 ror,ror,0.09,DE0 59,1957,1957.0,2057
DE0 30 ror,ror,0.05,DE0 30,1957,1957.0,2057
DE0 26 ror,ror,0.105,DE0 26,1957,1957.0,2057
DE0 94 ror,ror,0.286,DE0 94,1957,1957.0,2057
DE0 24 ror,ror,0.4,DE0 24,1957,1957.0,2057
DE0 82 ror,ror,0.032,DE0 82,1957,1957.0,2057
DE0 98 ror,ror,0.085,DE0 98,1957,1957.0,2057
DE0 65 ror,ror,0.33,DE0 65,1957,1957.0,2057
DE0 109 ror,ror,0.24,DE0 109,1957,1957.0,2057
DE0 126 ror,ror,0.06,DE0 126,1957,1957.0,2057
DE0 65 ror,ror,0.075,DE0 65,1957,1957.0,2057
DE0 122 ror,ror,0.16,DE0 122,1957,1957.0,2057
DE0 11 ror,ror,0.055,DE0 11,1957,1957.0,2057
DE0 57 ror,ror,0.11,DE0 57,1957,1957.0,2057
DE0 86 ror,ror,0.108,DE0 86,1957,1957.0,2057
DE0 26 ror,ror,0.0575,DE0 26,1957,1957.0,2057
DE0 78 ror,ror,1.6,DE0 78,1957,1957.0,2057
DE0 38 ror,ror,0.3,DE0 38,1957,1957.0,2057
DE0 3 ror,ror,0.05,DE0 3,1957,1957.0,2057
DE0 28 ror,ror,0.055,DE0 28,1957,1957.0,2057
DE0 123 ror,ror,0.25,DE0 123,1957,1957.0,2057
DE0 12 ror,ror,0.036,DE0 12,1957,1957.0,2057
DE0 28 ror,ror,0.224,DE0 28,1957,1957.0,2057
DE0 88 ror,ror,0.24,DE0 88,1957,1957.0,2057
DE0 60 ror,ror,0.39,DE0 60,1957,1957.0,2057
DE0 40 ror,ror,0.075,DE0 40,1957,1957.0,2057
DE0 8 ror,ror,0.1,DE0 8,1957,1957.0,2057
DE0 17 ror,ror,0.05,DE0 17,1957,1957.0,2057
DE0 57 ror,ror,0.35,DE0 57,1957,1957.0,2057
DE0 118 ror,ror,0.105,DE0 118,1957,1957.0,2057
DE0 60 ror,ror,0.075,DE0 60,1957,1957.0,2057
DE0 11 ror,ror,0.32,DE0 11,1957,1957.0,2057
DE0 12 ror,ror,0.08,DE0 12,1957,1957.0,2057
DE0 13 ror,ror,0.145,DE0 13,1957,1957.0,2057
DE0 81 ror,ror,0.095,DE0 81,1957,1957.0,2057
DE0 103 ror,ror,0.1,DE0 103,1957,1957.0,2057
DE0 96 ror,ror,0.48,DE0 96,1957,1957.0,2057
DE0 47 ror,ror,0.18,DE0 47,1957,1957.0,2057
DE0 7 ror,ror,0.072,DE0 7,1957,1957.0,2057
DE0 63 ror,ror,0.08,DE0 63,1957,1957.0,2057
DE0 13 ror,ror,0.0485,DE0 13,1957,1957.0,2057
DE0 30 ror,ror,0.26,DE0 30,1957,1957.0,2057
DE0 50 ror,ror,0.18,DE0 50,1957,1957.0,2057
DE0 24 ror,ror,0.07,DE0 24,1957,1957.0,2057
DE0 8 ror,ror,0.755,DE0 8,1957,1957.0,2057
DE0 12 ror,ror,0.37,DE0 12,1957,1957.0,2057
DE0 17 ror,ror,0.8800000000000001,DE0 17,1957,1957.0,2057
DE0 30 ror,ror,0.05,DE0 30,1957,1957.0,2057
DE0 60 ror,ror,0.15,DE0 60,1957,1957.0,2057
DE0 60 ror,ror,0.09,DE0 60,1957,1957.0,2057
DE0 50 ror,ror,0.075,DE0 50,1957,1957.0,2057
DE0 6 ror,ror,0.97,DE0 6,1957,1957.0,2057
DE0 15 ror,ror,0.145,DE0 15,1957,1957.0,2057
DE0 123 ror,ror,0.075,DE0 123,1957,1957.0,2057
DE0 8 ror,ror,0.617,DE0 8,1957,1957.0,2057
DE0 83 ror,ror,0.155,DE0 83,1957,1957.0,2057
DE0 30 ror,ror,0.1,DE0 30,1957,1957.0,2057
DE0 8 ror,ror,0.25,DE0 8,1957,1957.0,2057
DE0 78 ror,ror,0.34,DE0 78,1957,1957.0,2057
DE0 94 ror,ror,0.037,DE0 94,1957,1957.0,2057
DE0 86 ror,ror,0.08,DE0 86,1957,1957.0,2057
DE0 30 ror,ror,0.055,DE0 30,1957,1957.0,2057
DE0 16 ror,ror,0.11,DE0 16,1957,1957.0,2057
DE0 48 ror,ror,0.145,DE0 48,1957,1957.0,2057
DE0 8 ror,ror,0.6,DE0 8,1957,1957.0,2057
DE0 81 ror,ror,0.15,DE0 81,1957,1957.0,2057
DE0 63 ror,ror,0.08,DE0 63,1957,1957.0,2057
DE0 26 ror,ror,0.3,DE0 26,1957,1957.0,2057
DE0 48 ror,ror,0.045,DE0 48,1957,1957.0,2057
DE0 8 ror,ror,0.22,DE0 8,1957,1957.0,2057
DE0 111 ror,ror,0.23,DE0 111,1957,1957.0,2057
DE0 37 ror,ror,0.037,DE0 37,1957,1957.0,2057
DE0 36 ror,ror,0.11,DE0 36,1957,1957.0,2057
DE0 49 ror,ror,0.085,DE0 49,1957,1957.0,2057
DE0 47 ror,ror,1.4,DE0 47,1957,1957.0,2057
DE0 30 ror,ror,0.136,DE0 30,1957,1957.0,2057
DE0 30 ror,ror,0.04,DE0 30,1957,1957.0,2057
DE0 47 ror,ror,0.055,DE0 47,1957,1957.0,2057
DE0 83 ror,ror,0.6625,DE0 83,1957,1957.0,2057
DE0 17 ror,ror,0.35,DE0 17,1957,1957.0,2057
DE0 74 ror,ror,0.314,DE0 74,1957,1957.0,2057
DE0 30 ror,ror,0.092,DE0 30,1957,1957.0,2057
DE0 47 ror,ror,0.45,DE0 47,1957,1957.0,2057
DE0 26 ror,ror,0.054,DE0 26,1957,1957.0,2057
DE0 30 ror,ror,0.055,DE0 30,1957,1957.0,2057
DE0 28 ror,ror,0.15,DE0 28,1957,1957.0,2057
DE0 37 ror,ror,0.96,DE0 37,1957,1957.0,2057
DE0 81 ror,ror,0.032,DE0 81,1957,1957.0,2057
DE0 49 ror,ror,0.055,DE0 49,1957,1957.0,2057
DE0 121 ror,ror,0.135,DE0 121,1957,1957.0,2057
DE0 69 ror,ror,0.075,DE0 69,1957,1957.0,2057
DE0 8 ror,ror,2.55,DE0 8,1957,1957.0,2057
DE0 24 ror,ror,0.18,DE0 24,1957,1957.0,2057
DE0 26 ror,ror,0.06,DE0 26,1957,1957.0,2057
DE0 122 ror,ror,20.3,DE0 122,1957,1957.0,2057
DE0 86 ror,ror,0.06,DE0 86,1957,1957.0,2057
DE0 30 ror,ror,0.09,DE0 30,1957,1957.0,2057
DE0 86 ror,ror,0.294,DE0 86,1957,1957.0,2057
DE0 30 ror,ror,0.125,DE0 30,1957,1957.0,2057
DE0 57 ror,ror,0.685,DE0 57,1957,1957.0,2057
DE0 8 ror,ror,0.22,DE0 8,1957,1957.0,2057
DE0 30 ror,ror,0.032,DE0 30,1957,1957.0,2057
DE0 12 ror,ror,0.235,DE0 12,1957,1957.0,2057
DE0 30 ror,ror,0.074,DE0 30,1957,1957.0,2057
DE0 60 ror,ror,0.4,DE0 60,1957,1957.0,2057
DE0 7 ror,ror,0.316,DE0 7,1957,1957.0,2057
DE0 87 ror,ror,0.038,DE0 87,1957,1957.0,2057
DE0 94 ror,ror,0.15,DE0 94,1957,1957.0,2057
DE0 30 ror,ror,0.305,DE0 30,1957,1957.0,2057
DE0 38 ror,ror,0.075,DE0 38,1957,1957.0,2057
DE0 14 ror,ror,0.075,DE0 14,1957,1957.0,2057
DE0 120 ror,ror,0.07,DE0 120,1957,1957.0,2057
DE0 30 ror,ror,0.055,DE0 30,1957,1957.0,2057
DE0 66 ror,ror,0.085,DE0 66,1957,1957.0,2057
DE0 60 ror,ror,0.36,DE0 60,1957,1957.0,2057
DE0 94 ror,ror,0.135,DE0 94,1957,1957.0,2057
DE0 83 ror,ror,0.225,DE0 83,1957,1957.0,2057
DE0 37 ror,ror,0.052,DE0 37,1957,1957.0,2057
DE0 21 ror,ror,0.055,DE0 21,1957,1957.0,2057
DE0 38 ror,ror,0.264,DE0 38,1957,1957.0,2057
DE0 60 ror,ror,0.04,DE0 60,1957,1957.0,2057
DE0 8 ror,ror,0.23,DE0 8,1957,1957.0,2057
DE0 127 ror,ror,0.35,DE0 127,1957,1957.0,2057
DE0 123 ror,ror,0.185,DE0 123,1957,1957.0,2057
DE0 8 ror,ror,0.11,DE0 8,1957,1957.0,2057
DE0 69 ror,ror,0.605,DE0 69,1957,1957.0,2057
DE0 40 ror,ror,0.145,DE0 40,1957,1957.0,2057
DE0 121 ror,ror,0.06,DE0 121,1957,1957.0,2057
DE0 98 ror,ror,0.185,DE0 98,1957,1957.0,2057
DE0 81 ror,ror,0.06,DE0 81,1957,1957.0,2057
DE0 24 ror,ror,0.9,DE0 24,1957,1957.0,2057
DE0 8 ror,ror,0.0844,DE0 8,1957,1957.0,2057
DE0 85 ror,ror,0.034,DE0 85,1957,1957.0,2057
DE0 59 ror,ror,1.5,DE0 59,1957,1957.0,2057
DE0 103 ror,ror,3.1500000000000004,DE0 103,1957,1957.0,2057
DE0 60 ror,ror,0.3720000000000001,DE0 60,1957,1957.0,2057
DE0 81 ror,ror,0.04,DE0 81,1957,1957.0,2057
DE0 8 ror,ror,0.235,DE0 8,1957,1957.0,2057
DE0 24 ror,ror,1.4240000000000002,DE0 24,1957,1957.0,2057
DE0 29 ror,ror,0.42,DE0 29,1957,1957.0,2057
DE0 86 ror,ror,0.05,DE0 86,1957,1957.0,2057
DE0 24 ror,ror,0.25,DE0 24,1957,1957.0,2057
DE0 24 ror,ror,0.16,DE0 24,1957,1957.0,2057
DE0 6 ror,ror,0.033,DE0 6,1957,1957.0,2057
DE0 121 ror,ror,0.13,DE0 121,1957,1957.0,2057
DE0 109 ror,ror,1.033,DE0 109,1957,1957.0,2057
DE0 118 ror,ror,0.115,DE0 118,1957,1957.0,2057
DE0 84 ror,ror,0.14,DE0 84,1957,1957.0,2057
DE0 30 ror,ror,1.5590000000000002,DE0 30,1957,1957.0,2057
DE0 24 ror,ror,0.075,DE0 24,1957,1957.0,2057
DE0 17 ror,ror,0.055,DE0 17,1957,1957.0,2057
DE0 71 ror,ror,0.06,DE0 71,1957,1957.0,2057
DE0 30 ror,ror,0.25,DE0 30,1957,1957.0,2057
DE0 98 ror,ror,0.05,DE0 98,1957,1957.0,2057
DE0 30 ror,ror,0.09,DE0 30,1957,1957.0,2057
DE0 30 ror,ror,0.718,DE0 30,1957,1957.0,2057
DE0 98 ror,ror,0.21,DE0 98,1957,1957.0,2057
DE0 98 ror,ror,0.3,DE0 98,1957,1957.0,2057
DE0 24 ror,ror,0.045,DE0 24,1957,1957.0,2057
DE0 26 ror,ror,0.045,DE0 26,1957,1957.0,2057
DE0 26 ror,ror,0.055,DE0 26,1957,1957.0,2057
DE0 26 ror,ror,0.038,DE0 26,1957,1957.0,2057
DE0 123 ror,ror,0.22,DE0 123,1957,1957.0,2057
DE0 81 ror,ror,0.0735,DE0 81,1957,1957.0,2057
DE0 98 ror,ror,0.1,DE0 98,1957,1957.0,2057
DE0 120 ror,ror,0.09,DE0 120,1957,1957.0,2057
DE0 105 ror,ror,0.17,DE0 105,1957,1957.0,2057
DE0 30 ror,ror,0.075,DE0 30,1957,1957.0,2057
DE0 24 ror,ror,0.037,DE0 24,1957,1957.0,2057
DE0 98 ror,ror,0.48,DE0 98,1957,1957.0,2057
DE0 84 ror,ror,0.32,DE0 84,1957,1957.0,2057
DE0 87 ror,ror,0.151,DE0 87,1957,1957.0,2057
DE0 7 ror,ror,0.18,DE0 7,1957,1957.0,2057
DE0 8 ror,ror,0.48,DE0 8,1957,1957.0,2057
DE0 77 ror,ror,0.25,DE0 77,1957,1957.0,2057
DE0 127 ror,ror,0.49,DE0 127,1957,1957.0,2057
DE0 81 ror,ror,0.075,DE0 81,1957,1957.0,2057
DE0 83 ror,ror,0.25,DE0 83,1957,1957.0,2057
DE0 8 ror,ror,0.45,DE0 8,1957,1957.0,2057
DE0 86 ror,ror,0.038,DE0 86,1957,1957.0,2057
DE0 70 ror,ror,0.115,DE0 70,1957,1957.0,2057
DE0 5 ror,ror,0.065,DE0 5,1957,1957.0,2057
DE0 120 ror,ror,0.118,DE0 120,1957,1957.0,2057
DE0 7 ror,ror,0.055,DE0 7,1957,1957.0,2057
DE0 103 ror,ror,0.048,DE0 103,1957,1957.0,2057
DE0 87 ror,ror,0.25,DE0 87,1957,1957.0,2057
DE0 104 ror,ror,0.045,DE0 104,1957,1957.0,2057
