,p_nom,carrier,bus
DE0 105 solar,203.136113,solar,DE0 105
DE0 106 solar,135.066995,solar,DE0 106
DE0 107 solar,174.368726,solar,DE0 107
DE0 108 solar,532.577877,solar,DE0 108
DE0 109 solar,109.477194,solar,DE0 109
DE0 11 solar,232.556738,solar,DE0 11
DE0 110 solar,461.846284,solar,DE0 110
DE0 111 solar,595.599865,solar,DE0 111
DE0 112 solar,376.42295,solar,DE0 112
DE0 113 solar,169.689955,solar,DE0 113
DE0 114 solar,107.350625,solar,DE0 114
DE0 116 solar,651.082721,solar,DE0 116
DE0 117 solar,354.090779,solar,DE0 117
DE0 118 solar,326.003852,solar,DE0 118
DE0 119 solar,187.502501,solar,DE0 119
DE0 12 solar,345.147692,solar,DE0 12
DE0 120 solar,547.151031,solar,DE0 120
DE0 121 solar,281.275085,solar,DE0 121
DE0 122 solar,743.361616,solar,DE0 122
DE0 123 solar,235.317347,solar,DE0 123
DE0 124 solar,317.786189,solar,DE0 124
DE0 125 solar,229.854407,solar,DE0 125
DE0 126 solar,105.421759,solar,DE0 126
DE0 127 solar,470.165794,solar,DE0 127
DE0 13 solar,248.461036,solar,DE0 13
DE0 14 solar,236.031815,solar,DE0 14
DE0 15 solar,457.192836,solar,DE0 15
DE0 16 solar,150.985807,solar,DE0 16
DE0 17 solar,521.219083,solar,DE0 17
DE0 18 solar,236.023155,solar,DE0 18
DE0 19 solar,267.403906,solar,DE0 19
DE0 2 solar,241.416041,solar,DE0 2
DE0 20 solar,305.717788,solar,DE0 20
DE0 21 solar,138.294103,solar,DE0 21
DE0 22 solar,505.133614,solar,DE0 22
DE0 23 solar,283.661239,solar,DE0 23
DE0 24 solar,675.575655,solar,DE0 24
DE0 25 solar,170.469237,solar,DE0 25
DE0 26 solar,432.455669,solar,DE0 26
DE0 27 solar,193.217276,solar,DE0 27
DE0 28 solar,466.94383700000003,solar,DE0 28
DE0 29 solar,213.811054,solar,DE0 29
DE0 3 solar,170.697307,solar,DE0 3
DE0 30 solar,1960.866868,solar,DE0 30
DE0 31 solar,453.001469,solar,DE0 31
DE0 32 solar,347.176553,solar,DE0 32
DE0 33 solar,268.878617,solar,DE0 33
DE0 34 solar,311.601014,solar,DE0 34
DE0 35 solar,590.000323,solar,DE0 35
DE0 36 solar,503.341015,solar,DE0 36
DE0 37 solar,940.267843,solar,DE0 37
DE0 38 solar,440.918395,solar,DE0 38
DE0 39 solar,338.493746,solar,DE0 39
DE0 4 solar,442.106569,solar,DE0 4
DE0 40 solar,373.507449,solar,DE0 40
DE0 41 solar,317.518891,solar,DE0 41
DE0 42 solar,402.805832,solar,DE0 42
DE0 43 solar,599.890719,solar,DE0 43
DE0 44 solar,1119.629547,solar,DE0 44
DE0 45 solar,418.661733,solar,DE0 45
DE0 46 solar,194.152763,solar,DE0 46
DE0 47 solar,463.728705,solar,DE0 47
DE0 48 solar,345.19837,solar,DE0 48
DE0 49 solar,337.754917,solar,DE0 49
DE0 5 solar,745.106717,solar,DE0 5
DE0 50 solar,205.188868,solar,DE0 50
DE0 51 solar,249.643519,solar,DE0 51
DE0 52 solar,253.146725,solar,DE0 52
DE0 53 solar,846.063372,solar,DE0 53
DE0 54 solar,221.01405,solar,DE0 54
DE0 55 solar,303.061797,solar,DE0 55
DE0 56 solar,583.842453,solar,DE0 56
DE0 57 solar,406.77852,solar,DE0 57
DE0 58 solar,439.746096,solar,DE0 58
DE0 6 solar,258.389319,solar,DE0 6
DE0 60 solar,943.639593,solar,DE0 60
DE0 61 solar,406.383569,solar,DE0 61
DE0 62 solar,355.79722399999997,solar,DE0 62
DE0 63 solar,352.83807,solar,DE0 63
DE0 64 solar,210.043566,solar,DE0 64
DE0 65 solar,372.670463,solar,DE0 65
DE0 66 solar,212.6988,solar,DE0 66
DE0 68 solar,414.250222,solar,DE0 68
DE0 69 solar,218.123212,solar,DE0 69
DE0 7 solar,201.331348,solar,DE0 7
DE0 70 solar,486.023512,solar,DE0 70
DE0 71 solar,323.72751,solar,DE0 71
DE0 72 solar,510.932438,solar,DE0 72
DE0 73 solar,302.541301,solar,DE0 73
DE0 74 solar,144.985976,solar,DE0 74
DE0 75 solar,289.2066925,solar,DE0 75
DE0 76 solar,529.618954,solar,DE0 76
DE0 77 solar,438.914195,solar,DE0 77
DE0 78 solar,299.30825,solar,DE0 78
DE0 79 solar,264.718427,solar,DE0 79
DE0 8 solar,483.122794,solar,DE0 8
DE0 80 solar,377.475772,solar,DE0 80
DE0 81 solar,332.779568,solar,DE0 81
DE0 82 solar,398.277524,solar,DE0 82
DE0 83 solar,394.390854,solar,DE0 83
DE0 84 solar,212.339496,solar,DE0 84
DE0 85 solar,262.597332,solar,DE0 85
DE0 86 solar,584.871333,solar,DE0 86
DE0 87 solar,291.430539,solar,DE0 87
DE0 88 solar,275.345684,solar,DE0 88
DE0 89 solar,855.298164,solar,DE0 89
DE0 9 solar,218.482716,solar,DE0 9
DE0 90 solar,514.765968,solar,DE0 90
DE0 91 solar,233.910792,solar,DE0 91
DE0 92 solar,104.44915400000001,solar,DE0 92
DE0 93 solar,261.481886,solar,DE0 93
DE0 94 solar,312.840281,solar,DE0 94
DE0 95 solar,268.951734,solar,DE0 95
DE0 96 solar,130.766262,solar,DE0 96
DE0 97 solar,77.727274,solar,DE0 97
DE0 98 solar,636.619157,solar,DE0 98
DE0 99 solar,711.460247,solar,DE0 99
