,carrier,p_nom,bus
DE0 2 CCGT,CCGT,4055.672360784,DE0 2
DE0 9 CCGT,CCGT,4002.1558197589998,DE0 9
DE0 A CCGT,CCGT,11024.155608604,DE0 A
DE0 E CCGT,CCGT,2647.8851207713,DE0 E
DE0 2 OCGT,OCGT,1380.210108004756,DE0 2
DE0 9 OCGT,OCGT,1003.0636764634,DE0 9
DE0 A OCGT,OCGT,3575.5345468349997,DE0 A
DE0 E OCGT,OCGT,2387.3414148069996,DE0 E
