,p_nom,carrier,bus
DE0 0 biomass,1712.99217,biomass,DE0 0
DE0 1 biomass,964.39231,biomass,DE0 1
DE0 2 biomass,694.065691,biomass,DE0 2
DE0 3 biomass,2481.390405,biomass,DE0 3
DE0 4 biomass,1507.54521,biomass,DE0 4
DE0 5 biomass,590.20054,biomass,DE0 5
