,bus,carrier,p_nom,year_removed
DE0 10 biomass,DE0 10,biomass,0.075,2049
DE0 11 biomass,DE0 11,biomass,0.8,2049
DE0 12 biomass,DE0 12,biomass,0.095,2049
DE0 13 biomass,DE0 13,biomass,0.3,2049
DE0 14 biomass,DE0 14,biomass,0.591,2049
DE0 15 biomass,DE0 15,biomass,0.225,2049
DE0 16 biomass,DE0 16,biomass,0.375,2049
DE0 17 biomass,DE0 17,biomass,0.15,2049
DE0 18 biomass,DE0 18,biomass,0.175,2049
DE0 19 biomass,DE0 19,biomass,0.45899999999999996,2049
DE0 20 biomass,DE0 20,biomass,0.489,2049
DE0 21 biomass,DE0 21,biomass,0.25,2049
DE0 23 biomass,DE0 23,biomass,0.188,2049
DE0 24 biomass,DE0 24,biomass,1.8599999999999999,2049
DE0 26 biomass,DE0 26,biomass,0.40499999999999997,2049
DE0 27 biomass,DE0 27,biomass,0.08399999999999999,2049
DE0 28 biomass,DE0 28,biomass,0.099,2049
DE0 29 biomass,DE0 29,biomass,0.5,2049
DE0 3 biomass,DE0 3,biomass,0.075,2049
DE0 31 biomass,DE0 31,biomass,0.42,2049
DE0 32 biomass,DE0 32,biomass,0.075,2049
DE0 33 biomass,DE0 33,biomass,0.4485,2049
DE0 34 biomass,DE0 34,biomass,0.3,2049
DE0 35 biomass,DE0 35,biomass,0.075,2049
DE0 37 biomass,DE0 37,biomass,0.174,2049
DE0 38 biomass,DE0 38,biomass,0.15,2049
DE0 39 biomass,DE0 39,biomass,0.525,2049
DE0 4 biomass,DE0 4,biomass,1.335,2049
DE0 42 biomass,DE0 42,biomass,0.155,2049
DE0 43 biomass,DE0 43,biomass,0.549,2049
DE0 44 biomass,DE0 44,biomass,0.14900000000000002,2049
DE0 45 biomass,DE0 45,biomass,0.08,2049
DE0 47 biomass,DE0 47,biomass,0.174,2049
DE0 48 biomass,DE0 48,biomass,0.075,2049
DE0 49 biomass,DE0 49,biomass,1.055,2049
DE0 5 biomass,DE0 5,biomass,0.41900000000000004,2049
DE0 50 biomass,DE0 50,biomass,0.075,2049
DE0 51 biomass,DE0 51,biomass,0.075,2049
DE0 52 biomass,DE0 52,biomass,0.15,2049
DE0 53 biomass,DE0 53,biomass,0.15,2049
DE0 56 biomass,DE0 56,biomass,0.075,2049
DE0 57 biomass,DE0 57,biomass,0.44999999999999996,2049
DE0 59 biomass,DE0 59,biomass,0.075,2049
DE0 6 biomass,DE0 6,biomass,0.713,2049
DE0 7 biomass,DE0 7,biomass,0.837,2049
DE0 8 biomass,DE0 8,biomass,2.989,2049
DE0 9 biomass,DE0 9,biomass,0.526,2049
DE0 10 biomass,DE0 10,biomass,0.192,2048
DE0 11 biomass,DE0 11,biomass,0.05,2048
DE0 12 biomass,DE0 12,biomass,0.15,2048
DE0 13 biomass,DE0 13,biomass,0.654,2048
DE0 14 biomass,DE0 14,biomass,0.5329999999999999,2048
DE0 16 biomass,DE0 16,biomass,0.643,2048
DE0 17 biomass,DE0 17,biomass,0.305,2048
DE0 18 biomass,DE0 18,biomass,1.098,2048
DE0 19 biomass,DE0 19,biomass,0.8999999999999999,2048
DE0 2 biomass,DE0 2,biomass,0.0075,2048
DE0 20 biomass,DE0 20,biomass,0.15,2048
DE0 21 biomass,DE0 21,biomass,0.35,2048
DE0 23 biomass,DE0 23,biomass,0.24,2048
DE0 24 biomass,DE0 24,biomass,2.7,2048
DE0 25 biomass,DE0 25,biomass,1.0105,2048
DE0 27 biomass,DE0 27,biomass,0.15,2048
DE0 28 biomass,DE0 28,biomass,0.15,2048
DE0 29 biomass,DE0 29,biomass,2.646,2048
DE0 3 biomass,DE0 3,biomass,0.3,2048
DE0 30 biomass,DE0 30,biomass,1.75,2048
DE0 31 biomass,DE0 31,biomass,0.593,2048
DE0 32 biomass,DE0 32,biomass,0.16,2048
DE0 33 biomass,DE0 33,biomass,3.143,2048
DE0 34 biomass,DE0 34,biomass,0.51,2048
DE0 35 biomass,DE0 35,biomass,0.555,2048
DE0 36 biomass,DE0 36,biomass,0.2,2048
DE0 37 biomass,DE0 37,biomass,7.48,2048
DE0 38 biomass,DE0 38,biomass,0.15,2048
DE0 39 biomass,DE0 39,biomass,0.95,2048
DE0 4 biomass,DE0 4,biomass,0.3,2048
DE0 40 biomass,DE0 40,biomass,0.63,2048
DE0 42 biomass,DE0 42,biomass,0.621,2048
DE0 43 biomass,DE0 43,biomass,0.15,2048
DE0 44 biomass,DE0 44,biomass,0.021,2048
DE0 45 biomass,DE0 45,biomass,2.2720000000000002,2048
DE0 46 biomass,DE0 46,biomass,0.92,2048
DE0 47 biomass,DE0 47,biomass,0.318,2048
DE0 48 biomass,DE0 48,biomass,1.267,2048
DE0 49 biomass,DE0 49,biomass,0.85,2048
DE0 5 biomass,DE0 5,biomass,8.625,2048
DE0 51 biomass,DE0 51,biomass,0.2,2048
DE0 52 biomass,DE0 52,biomass,1.148,2048
DE0 53 biomass,DE0 53,biomass,1.065,2048
DE0 54 biomass,DE0 54,biomass,0.159,2048
DE0 57 biomass,DE0 57,biomass,0.761,2048
DE0 58 biomass,DE0 58,biomass,0.73,2048
DE0 59 biomass,DE0 59,biomass,0.14500000000000002,2048
DE0 6 biomass,DE0 6,biomass,1.1095,2048
DE0 63 biomass,DE0 63,biomass,0.44999999999999996,2048
DE0 7 biomass,DE0 7,biomass,0.59,2048
DE0 8 biomass,DE0 8,biomass,0.616,2048
DE0 9 biomass,DE0 9,biomass,0.25420000000000004,2048
DE0 0 biomass,DE0 0,biomass,0.195,2047
DE0 1 biomass,DE0 1,biomass,0.075,2047
DE0 10 biomass,DE0 10,biomass,0.15,2047
DE0 11 biomass,DE0 11,biomass,0.36,2047
DE0 12 biomass,DE0 12,biomass,0.02,2047
DE0 13 biomass,DE0 13,biomass,0.22499999999999998,2047
DE0 14 biomass,DE0 14,biomass,0.1653,2047
DE0 15 biomass,DE0 15,biomass,0.15,2047
DE0 16 biomass,DE0 16,biomass,0.2593,2047
DE0 17 biomass,DE0 17,biomass,0.15,2047
DE0 18 biomass,DE0 18,biomass,0.405,2047
DE0 19 biomass,DE0 19,biomass,1.8559999999999999,2047
DE0 2 biomass,DE0 2,biomass,0.19,2047
DE0 21 biomass,DE0 21,biomass,0.075,2047
DE0 22 biomass,DE0 22,biomass,0.075,2047
DE0 23 biomass,DE0 23,biomass,0.075,2047
DE0 25 biomass,DE0 25,biomass,0.415,2047
DE0 26 biomass,DE0 26,biomass,0.22499999999999998,2047
DE0 27 biomass,DE0 27,biomass,0.22499999999999998,2047
DE0 28 biomass,DE0 28,biomass,0.15,2047
DE0 29 biomass,DE0 29,biomass,0.6,2047
DE0 3 biomass,DE0 3,biomass,0.075,2047
DE0 30 biomass,DE0 30,biomass,0.22499999999999998,2047
DE0 31 biomass,DE0 31,biomass,0.375,2047
DE0 32 biomass,DE0 32,biomass,1.0755,2047
DE0 33 biomass,DE0 33,biomass,0.847,2047
DE0 35 biomass,DE0 35,biomass,0.882,2047
DE0 36 biomass,DE0 36,biomass,0.625,2047
DE0 37 biomass,DE0 37,biomass,0.40700000000000003,2047
DE0 38 biomass,DE0 38,biomass,0.22499999999999998,2047
DE0 39 biomass,DE0 39,biomass,0.049,2047
DE0 4 biomass,DE0 4,biomass,0.075,2047
DE0 40 biomass,DE0 40,biomass,0.15,2047
DE0 41 biomass,DE0 41,biomass,0.2,2047
DE0 42 biomass,DE0 42,biomass,0.915,2047
DE0 43 biomass,DE0 43,biomass,0.045,2047
DE0 44 biomass,DE0 44,biomass,0.045,2047
DE0 45 biomass,DE0 45,biomass,0.255,2047
DE0 47 biomass,DE0 47,biomass,0.3,2047
DE0 48 biomass,DE0 48,biomass,0.3,2047
DE0 49 biomass,DE0 49,biomass,0.4,2047
DE0 50 biomass,DE0 50,biomass,0.075,2047
DE0 51 biomass,DE0 51,biomass,0.075,2047
DE0 52 biomass,DE0 52,biomass,0.245,2047
DE0 53 biomass,DE0 53,biomass,0.445,2047
DE0 54 biomass,DE0 54,biomass,0.08,2047
DE0 56 biomass,DE0 56,biomass,0.075,2047
DE0 57 biomass,DE0 57,biomass,0.075,2047
DE0 59 biomass,DE0 59,biomass,0.075,2047
DE0 6 biomass,DE0 6,biomass,0.755,2047
DE0 61 biomass,DE0 61,biomass,0.075,2047
DE0 7 biomass,DE0 7,biomass,0.2,2047
DE0 8 biomass,DE0 8,biomass,0.497,2047
DE0 9 biomass,DE0 9,biomass,0.4,2047
DE0 0 biomass,DE0 0,biomass,0.2628,2046
DE0 1 biomass,DE0 1,biomass,0.22499999999999998,2046
DE0 10 biomass,DE0 10,biomass,0.075,2046
DE0 11 biomass,DE0 11,biomass,1.1300000000000001,2046
DE0 12 biomass,DE0 12,biomass,0.217,2046
DE0 13 biomass,DE0 13,biomass,0.74,2046
DE0 14 biomass,DE0 14,biomass,0.075,2046
DE0 15 biomass,DE0 15,biomass,0.22499999999999998,2046
DE0 16 biomass,DE0 16,biomass,0.375,2046
DE0 17 biomass,DE0 17,biomass,0.3,2046
