id,name,carrier,technology,component,country,p_nom,max_hours,volume_mm3,damheight_m,yearcommissioned,retrofit,lat,lon,projectid,yeardecommissioning,bus
1745,Müden,hydro,Run-Of-River,Store,DE,16.4,0.0,0.0,0.0,1965,1965.0,52.521937,10.360381,"{'JRC': ['H1492'], 'OPSD': ['BNA1214'], 'CARMA': ['CARMA29730']}",2065,4771
1760,Merching,hydro,Run-Of-River,Store,DE,12.0,0.0,0.0,0.0,1978,1978.0,48.2704497,10.9773463,"{'JRC': ['H1667'], 'OPSD': ['BNA1210'], 'CARMA': ['CARMA28083']}",2078,3498
1765,Oberpeiching,hydro,Run-Of-River,Store,DE,11.9,0.0,0.0,0.0,1954,1954.0,48.646423,10.879086,"{'JRC': ['H1686'], 'OPSD': ['BNA1221'], 'CARMA': ['CARMA32085']}",2054,3501
1766,Mühltal,hydro,Run-Of-River,Store,DE,11.2,0.0,0.0,0.0,1924,1924.0,47.99629724,11.48542787,"{'JRC': ['H1700'], 'OPSD': ['BNA1263'], 'CARMA': ['CARMA29772', 'CARMA29773']}",2024,3314
1767,Obernach,hydro,Run-Of-River,Store,DE,12.8,0.0,0.0,0.0,1955,1955.0,47.554694,11.291366,"{'JRC': ['H1638'], 'OPSD': ['BNA1273'], 'CARMA': ['CARMA32079']}",2055,3323
1773,Niederwartha,hydro,Pumped Storage,Store,DE,39.8,15.804020100502514,1.981,143.0,1958,1958.0,51.09153428,13.60982895,"{'JRC': ['H986'], 'OPSD': ['BNA0721'], 'CARMA': ['CARMA31166']}",2058,4560
1777,Niederaichbach,hydro,Run-Of-River,Store,DE,16.2,0.0,0.0,0.0,1951,1951.0,48.6039132,12.3023425,"{'JRC': ['H1497'], 'OPSD': ['BNA1217'], 'CARMA': ['CARMA31141']}",2051,3319
1782,Neef,hydro,Run-Of-River,Store,DE,16.4,0.0,0.0,0.0,1966,1966.0,50.087362,7.135809,"{'JRC': ['H1493'], 'OPSD': ['BNA1216'], 'CARMA': ['CARMA30751']}",2066,4611
1814,Braunau simbach,hydro,Run-Of-River,Store,DE,50.0,0.0,0.0,0.0,1953,1953.0,48.063827,10.1284429999999,"{'JRC': ['H840'], 'OPSD': ['BNA0529'], 'CARMA': ['CARMA5647']}",2053,3494
1835,Dessau,hydro,Run-Of-River,Store,DE,10.3,0.0,0.0,0.0,1967,1967.0,47.739292,10.825702,"{'JRC': ['H1730'], 'OPSD': ['BNA1118'], 'CARMA': ['CARMA10630']}",2067,3323
1837,Ettling,hydro,Run-Of-River,Store,DE,12.6,0.0,0.0,0.0,1988,1988.0,48.6960722,12.7977619,"{'JRC': ['H1642'], 'OPSD': ['BNA1274'], 'CARMA': ['CARMA12857']}",2088,3324
1840,Faimingen,hydro,Run-Of-River,Store,DE,10.1,0.0,0.0,0.0,1965,1965.0,48.558394,10.411764,"{'JRC': ['H1733'], 'OPSD': ['BNA1189'], 'CARMA': ['CARMA13013']}",2065,3492
1841,Fankel,hydro,Run-Of-River,Store,DE,16.4,0.0,0.0,0.0,1963,1963.0,50.1239179999999,7.225915,"{'JRC': ['H1491'], 'OPSD': ['BNA1135'], 'CARMA': ['CARMA13125']}",2063,4611
1843,Feldkirchen,hydro,Run-Of-River,Store,DE,38.2,0.0,0.0,0.0,1970,1970.0,47.96092,12.1561,"{'JRC': ['H1004'], 'OPSD': ['BNA0854'], 'CARMA': ['CARMA13249']}",2070,3304
1858,Dettingen,hydro,Run-Of-River,Store,DE,11.0,0.0,0.0,0.0,1927,1927.0,48.527536,9.3488325,"{'JRC': ['H1706'], 'OPSD': ['BNA1126'], 'CARMA': ['CARMA10646']}",2027,3480
1860,Detzem,hydro,Run-Of-River,Store,DE,24.0,0.0,0.0,0.0,1962,1962.0,49.810941,6.8438820000000025,"{'JRC': ['H1285'], 'OPSD': ['BNA0880'], 'CARMA': ['CARMA10649']}",2062,4787
1864,Dingolfing,hydro,Run-Of-River,Store,DE,15.0,0.0,0.0,0.0,1957,1957.0,48.63404,12.48369,"{'JRC': ['H1544'], 'OPSD': ['BNA1129'], 'CARMA': ['CARMA10861']}",2057,3319
1868,Dornau,hydro,Run-Of-River,Store,DE,16.6,0.0,0.0,0.0,1960,1960.0,47.800199299999896,10.9026434,"{'JRC': ['H1485'], 'OPSD': ['BNA1251'], 'CARMA': ['CARMA11170']}",2060,3323
1869,Egglfing,hydro,Run-Of-River,Store,DE,124.4,0.0,0.0,0.0,1944,1944.0,48.3202287,13.31740725,"{'JRC': ['H412'], 'OPSD': ['BNA0042'], 'CARMA': ['CARMA11872']}",2044,3320
1871,Eitting,hydro,Run-Of-River,Store,DE,26.0,0.0,0.0,0.0,1925,1925.0,48.35859050000001,11.8821921,"{'JRC': ['H1219'], 'OPSD': ['BNA1134'], 'CARMA': ['CARMA11965', 'CARMA11966']}",2025,3315
1872,Ellgau,hydro,Run-Of-River,Store,DE,9.7,0.0,0.0,0.0,1952,1952.0,48.596746,10.8789,"{'JRC': ['H1775'], 'OPSD': ['BNA1136'], 'CARMA': ['CARMA12307']}",2052,3501
1877,Enkirch,hydro,Run-Of-River,Store,DE,18.4,0.0,0.0,0.0,1966,1966.0,49.97667,7.127777,"{'JRC': ['H1439'], 'OPSD': ['BNA1137'], 'CARMA': ['CARMA12501']}",2066,4611
1886,Lichterfelde,OCGT,OCGT,CHP,DE,144.0,0.0,0.0,0.0,1972,1998.0,52.42520804,13.30976486,"{'OPSD': ['BNA0075'], 'ENTSOE': ['11WD8LICH5G----1'], 'GEO': ['GEO44465']}",2038,4544
1887,Buschhaus,lignite,OCGT,PP,DE,352.0,0.0,0.0,0.0,1985,2002.0,52.17237156,10.97682873,"{'OPSD': ['BNA0439'], 'ENTSOE': ['11WD2BUSC0002637'], 'GEO': ['GEO43185']}",2047,4504
1904,Moorburg,coal,OCGT,CHP,DE,1600.0,0.0,0.0,0.0,2015,2015.0,53.486245,9.953149,"{'OPSD': ['BNA1673', 'BNA1558'], 'ENTSOE': ['11WD8MOOR1C----G'], 'GEO': ['GEO44482']}",2060,5677
1905,Niehl,CCGT,CCGT,CHP,DE,872.9,0.0,0.0,0.0,2005,2016.0,50.974908,6.987899499999998,"{'OPSD': ['BNA1818', 'BNA0545'], 'ENTSOE': ['11WD7BOLA--KWNIK'], 'GEO': ['GEO44317']}",2056,4650
1936,Bergheim,hydro,Run-Of-River,Store,DE,23.7,0.0,0.0,0.0,1970,1970.0,48.750807,11.273237,"{'JRC': ['H1304'], 'OPSD': ['BNA0065'], 'CARMA': ['CARMA4129']}",2070,3310
1937,Bertoldsheim,hydro,Run-Of-River,Store,DE,18.9,0.0,0.0,0.0,1968,1968.0,48.735932,11.020923,"{'JRC': ['H1433'], 'OPSD': ['BNA1239'], 'CARMA': ['CARMA4220']}",2068,3501
1940,Bigge,hydro,Run-Of-River,Store,DE,15.0,0.0,0.0,0.0,1965,1965.0,51.093173,7.8627199999999915,"{'JRC': ['H1543'], 'OPSD': ['BNA1102'], 'CARMA': ['CARMA4580']}",2065,4678
1944,Bittenbrunn,hydro,Run-Of-River,Store,DE,20.2,0.0,0.0,0.0,1969,1969.0,48.734459,11.14382,"{'JRC': ['H1375'], 'OPSD': ['BNA0689'], 'CARMA': ['CARMA4777']}",2069,3310
1946,Bleiloch,hydro,Pumped Storage,Store,DE,79.8,7.167919799498748,5.6,46.0,1932,1932.0,50.52438482,11.71438694,"{'JRC': ['H622'], 'OPSD': ['BNA0882'], 'CARMA': ['CARMA4904']}",2032,4515
1955,Radag,hydro,Run-Of-River,Store,DE,80.62,0.0,0.0,0.0,1934,1934.0,47.58629000000001,8.13207,"{'JRC': ['H612'], 'OPSD': ['BNA0010a'], 'CARMA': ['CARMA829']}",2034,3460
1958,Altheim,hydro,Run-Of-River,Store,DE,17.8,0.0,0.0,0.0,1951,1951.0,51.536513,14.382898,"{'JRC': ['H1464'], 'OPSD': ['BNA1140'], 'CARMA': ['CARMA1177']}",2051,4547
1959,Alzwerke,hydro,Run-Of-River,Store,DE,45.0,0.0,0.0,0.0,1922,1922.0,48.1769,12.84045,"{'JRC': ['H902'], 'OPSD': ['BNA0173'], 'CARMA': ['CARMA1254']}",2022,3320
1966,Aufkirchen,hydro,Run-Of-River,Store,DE,27.0,0.0,0.0,0.0,1924,1924.0,48.3066864,11.858847,"{'JRC': ['H1199'], 'OPSD': ['BNA1220'], 'CARMA': ['CARMA2524']}",2024,3315
2000,Höchstädt,hydro,Run-Of-River,Store,DE,10.0,0.0,0.0,0.0,1982,1982.0,48.603156,10.582724,"{'JRC': ['H1742'], 'OPSD': ['BNA1157'], 'CARMA': ['CARMA17997']}",2082,3492
2075,Fwk buer,coal,OCGT,PP,DE,70.0,0.0,0.0,0.0,1985,1985.0,51.596959999999996,7.004519999999999,"{'OPSD': ['BNA0336'], 'GPD': ['WRI1005685'], 'CARMA': ['CARMA6140']}",2030,4667
2087,Thermische abfallbehandlung lauta gmbh & co. ohg,waste,OCGT,PP,DE,15.7,0.0,0.0,0.0,2004,2004.0,51.45071,14.11215,"{'OPSD': ['BNA1190'], 'GPD': ['WRI1030148'], 'CARMA': ['CARMA24652']}",2029,4507
2107,Pforzheim gmbh,coal,OCGT,CHP,DE,26.9,0.0,0.0,0.0,1990,1990.0,48.88316,8.6653,"{'OPSD': ['BNA0801'], 'GPD': ['WRI1005757'], 'CARMA': ['CARMA34411']}",2035,3471
2125,Gummering,hydro,Run-Of-River,Store,DE,14.8,0.0,0.0,0.0,1957,1957.0,48.622456,12.398037,"{'JRC': ['H1567'], 'OPSD': ['BNA1219'], 'CARMA': ['CARMA16292']}",2057,3319
2127,Happurg,hydro,Pumped Storage,Store,DE,160.0,0.0,0.0,0.0,1958,1958.0,49.48711,11.47441,"{'JRC': ['H306'], 'OPSD': ['BNA0422'], 'CARMA': ['CARMA16848']}",2058,4500
2131,Heimbach,hydro,Run-Of-River,Store,DE,16.0,0.0,0.0,0.0,1905,1905.0,50.628568,6.4517760000000015,"{'JRC': ['H1506'], 'OPSD': ['BNA1153'], 'CARMA': ['CARMA17341', 'CARMA17344']}",2005,4627
2132,Hemfurth,hydro,Reservoir,Store,DE,20.0,0.0,199.3,45.0,1915,1915.0,51.167139,9.046832,"{'JRC': ['H1385'], 'OPSD': ['BNA0230'], 'CARMA': ['CARMA17439']}",2015,4738
2133,Pumpspeicherkraftwerk glems,hydro,Pumped Storage,Store,DE,90.0,6.288888888888889,0.9,283.0,1964,1964.0,48.50499,9.28692,"{'JRC': ['H557'], 'OPSD': ['BNA0669'], 'CARMA': ['CARMA15244']}",2064,3481
2148,Gars,hydro,Run-Of-River,Store,DE,25.0,0.0,0.0,0.0,1938,1938.0,48.15395,12.3110699999999,"{'JRC': ['H1251'], 'OPSD': ['BNA0324'], 'CARMA': ['CARMA14683']}",2038,3318
2150,Geisling,hydro,Run-Of-River,Store,DE,25.0,0.0,0.0,0.0,1985,1985.0,48.974806,12.344002,"{'JRC': ['H1252'], 'OPSD': ['BNA0795'], 'CARMA': ['CARMA14827', 'CARMA14830']}",2085,3317
2168,Riedlingen,hydro,Run-Of-River,Store,DE,0.132,0.0,0.0,0.0,1957,1957.0,48.153712,9.477003,"{'JRC': ['H2918'], 'CARMA': ['CARMA37297']}",2057,3477
2169,Riedmühle reichensachsen,hydro,Run-Of-River,Store,DE,0.099,0.0,0.0,0.0,1957,1957.0,51.157262,9.992856,"{'JRC': ['H2984'], 'CARMA': ['CARMA37298']}",2057,4762
2180,Rasenmühle,hydro,Run-Of-River,Store,DE,0.5,0.0,0.0,0.0,1957,1957.0,50.83600000000001,10.163,"{'JRC': ['H2639'], 'CARMA': ['CARMA36697']}",2057,4764
2184,Talsperre pirk,hydro,Run-Of-River,Store,DE,0.413,0.0,0.0,0.0,1957,1957.0,50.42749600000001,12.116948,"{'JRC': ['H2682'], 'CARMA': ['CARMA34767']}",2057,4522
2201,Schwabmünchen,hydro,Run-Of-River,Store,DE,2.6,0.0,0.0,0.0,1957,1957.0,48.191,10.729,"{'JRC': ['H2521'], 'CARMA': ['CARMA40211']}",2057,3499
2202,Neumurnthal,hydro,Run-Of-River,Store,DE,0.145,0.0,0.0,0.0,1957,1957.0,49.37066,12.40655,"{'JRC': ['H2900'], 'CARMA': ['CARMA40230']}",2057,4511
2203,Schwarzenbach,hydro,Pumped Storage,Store,DE,44.0,0.0,14.288,65.0,1957,1957.0,48.655930799999894,8.3262275,"{'JRC': ['H917'], 'CARMA': ['CARMA40235']}",2057,3464
2207,Senkelbach,hydro,Run-Of-River,Store,DE,0.24,0.0,0.0,0.0,1957,1957.0,48.380796,10.890366,"{'JRC': ['H2807'], 'CARMA': ['CARMA40559']}",2057,3498
2210,Siesel,hydro,Run-Of-River,Store,DE,5.4,0.0,0.0,0.0,1957,1957.0,51.22470666666666,7.902080333333334,"{'JRC': ['H2615', 'H2618', 'H2613', 'H2619', 'H2616', 'H2617', 'H2614', 'H2612', 'H2611'], 'CARMA': ['CARMA41553']}",2057,4678
2215,Schönheiderhammer,hydro,Run-Of-River,Store,DE,0.18,0.0,0.0,0.0,1957,1957.0,50.502485,12.55281,"{'JRC': ['H2852'], 'CARMA': ['CARMA40167']}",2057,4522
2216,Schlossmühle,hydro,Run-Of-River,Store,DE,0.09,0.0,0.0,0.0,1957,1957.0,48.760848,8.338525,"{'JRC': ['H3007'], 'CARMA': ['CARMA40121', 'CARMA40124']}",2057,3464
2233,Am rotbach posthalde,hydro,Run-Of-River,Store,DE,0.82,0.0,0.0,0.0,1957,1957.0,47.931916,8.031358,"{'JRC': ['H2568'], 'CARMA': ['CARMA34410']}",2057,3458
2238,Rentschler,hydro,Run-Of-River,Store,DE,0.08,0.0,0.0,0.0,1957,1957.0,48.549668,8.716258,"{'JRC': ['H3047'], 'CARMA': ['CARMA30187']}",2057,3472
2245,Neumühle,hydro,Run-Of-River,Store,DE,0.075,0.0,0.0,0.0,1957,1957.0,47.753204,11.742502,"{'JRC': ['H3088'], 'CARMA': ['CARMA30906']}",2057,3304
2254,Forb murgwerk,hydro,Run-Of-River,Store,DE,22.0,0.0,0.0,0.0,1957,1957.0,48.66953,8.353117,"{'JRC': ['H2493'], 'CARMA': ['CARMA29939']}",2057,3464
2255,Mögling,hydro,Run-Of-River,Store,DE,0.215,0.0,0.0,0.0,1957,1957.0,39.655637,21.101631,"{'JRC': ['H2827'], 'CARMA': ['CARMA28929']}",2057,3320
2257,Mittelstetten,hydro,Run-Of-River,Store,DE,2.4,0.0,0.0,0.0,1957,1957.0,49.21,10.72,"{'JRC': ['H2524'], 'CARMA': ['CARMA28760']}",2057,4760
2258,Mittweida,hydro,Run-Of-River,Store,DE,1.785,0.0,0.0,0.0,1957,1957.0,50.9860815,13.000093,"{'JRC': ['H2628', 'H2543'], 'CARMA': ['CARMA28770']}",2057,4562
2262,Möhnebogen an der möhne,hydro,Run-Of-River,Store,DE,0.16,0.0,0.0,0.0,1957,1957.0,51.462224,7.976858999999997,"{'JRC': ['H2868'], 'CARMA': ['CARMA28943', 'CARMA28944']}",2057,4692
2273,Oberegg,hydro,Run-Of-River,Store,DE,1.1,0.0,0.0,0.0,1957,1957.0,48.28,10.31,"{'JRC': ['H2550'], 'CARMA': ['CARMA32057']}",2057,3493
2292,Okertal lumme,hydro,Run-Of-River,Store,DE,4.515,0.0,0.0,0.0,1957,1957.0,51.872975,10.472331,"{'JRC': ['H3017', 'H2773', 'H2516'], 'CARMA': ['CARMA32361']}",2057,4774
2293,Oberbiel,hydro,Run-Of-River,Store,DE,0.511,0.0,0.0,0.0,1957,1957.0,50.325259,8.253758,"{'JRC': ['H2634'], 'CARMA': ['CARMA32099']}",2057,4621
2294,Obere hopfau,hydro,Run-Of-River,Store,DE,0.0375,0.0,0.0,0.0,1957,1957.0,49.862239,12.00937,"{'JRC': ['H3234'], 'CARMA': ['CARMA49978']}",2057,4510
2295,Odertalsperre,hydro,Run-Of-River,Store,DE,4.86,0.0,0.0,0.0,1957,1957.0,51.646122,10.504712,"{'JRC': ['H2502'], 'CARMA': ['CARMA32185']}",2057,4767
2302,Olef,hydro,Run-Of-River,Store,DE,1.45,0.0,0.0,0.0,1957,1957.0,50.49482800000001,6.422579,"{'JRC': ['H2534'], 'CARMA': ['CARMA32446']}",2057,4604
2338,Untermaubach,hydro,Run-Of-River,Store,DE,0.225,0.0,0.0,0.0,1957,1957.0,50.72618,6.457026,"{'JRC': ['H2816'], 'CARMA': ['CARMA47166']}",2057,4627
2339,Oberried unteres,hydro,Run-Of-River,Store,DE,0.8,0.0,0.0,0.0,1957,1957.0,47.922189,7.937788,"{'JRC': ['H2570'], 'CARMA': ['CARMA47168']}",2057,3454
2340,Unterwerk,hydro,Run-Of-River,Store,DE,0.14800000000000002,0.0,0.0,0.0,1957,1957.0,47.873062,12.644255,"{'JRC': ['H2898'], 'CARMA': ['CARMA47175']}",2057,3318
2349,Weitenbühl,hydro,Run-Of-River,Store,DE,0.084,0.0,0.0,0.0,1957,1957.0,48.8,9.59,"{'JRC': ['H3033'], 'CARMA': ['CARMA49188']}",2057,3486
2350,Der spinnerei unterboihingen,hydro,Run-Of-River,Store,DE,0.6,0.0,0.0,0.0,1957,1957.0,48.6631,9.3638,"{'JRC': ['H2605'], 'CARMA': ['CARMA49227']}",2057,3503
2351,Leinemühle,hydro,Run-Of-River,Store,DE,0.1,0.0,0.0,0.0,1957,1957.0,51.459603,9.930895,"{'JRC': ['H2977'], 'CARMA': ['CARMA49231']}",2057,4762
2352,Werker,hydro,Run-Of-River,Store,DE,0.66,0.0,0.0,0.0,1957,1957.0,49.610772,10.998282,"{'JRC': ['H2582'], 'CARMA': ['CARMA49264']}",2057,4765
2353,Wieblingen helmreich,hydro,Run-Of-River,Store,DE,0.3,0.0,0.0,0.0,1957,1957.0,49.426813,8.651185,"{'JRC': ['H2748'], 'CARMA': ['CARMA49635']}",2057,4723
2354,Wiehlmünden,hydro,Run-Of-River,Store,DE,0.4,0.0,0.0,0.0,1957,1957.0,50.98822,7.480166,"{'JRC': ['H2684'], 'CARMA': ['CARMA49638']}",2057,4682
2355,Wiemeringhausen,hydro,Run-Of-River,Store,DE,0.35200000000000004,0.0,0.0,0.0,1957,1957.0,51.2896,8.504373,"{'JRC': ['H2712'], 'CARMA': ['CARMA49643']}",2057,4728
2357,Wut,hydro,Run-Of-River,Store,DE,0.97,0.0,0.0,0.0,1957,1957.0,47.65980500000001,8.361114,"{'JRC': ['H2656', 'H2655'], 'CARMA': ['CARMA50219']}",2057,3460
2364,Weißachwerk,hydro,Run-Of-River,Store,DE,0.18,0.0,0.0,0.0,1957,1957.0,47.681354,11.762617,"{'JRC': ['H2853'], 'CARMA': ['CARMA49175', 'CARMA49177']}",2057,3304
2365,Wattenweiler,hydro,Run-Of-River,Store,DE,0.55,0.0,0.0,0.0,1957,1957.0,48.31,10.33,"{'JRC': ['H2631'], 'CARMA': ['CARMA49059']}",2057,3493
2366,Waldstetten,hydro,Run-Of-River,Store,DE,0.35,0.0,0.0,0.0,1957,1957.0,48.347953,10.307713,"{'JRC': ['H2728'], 'CARMA': ['CARMA48795']}",2057,3493
2368,Villigst,hydro,Run-Of-River,Store,DE,1.504,0.0,0.0,0.0,1957,1957.0,51.458439,7.633934,"{'JRC': ['H2555', 'H2636'], 'CARMA': ['CARMA48303']}",2057,4688
2375,Papierfabrik wolkenburg,hydro,Run-Of-River,Store,DE,0.505,0.0,0.0,0.0,1957,1957.0,50.898857,12.660523,"{'JRC': ['H2635'], 'CARMA': ['CARMA48782']}",2057,4520
2387,Sorpesee,hydro,Pumped Storage,Store,DE,7.42,0.0,0.0,0.0,1957,1957.0,51.3510404,7.9680569,"{'JRC': ['H1869'], 'CARMA': ['CARMA42430']}",2057,4688
2393,Steinen,hydro,Run-Of-River,Store,DE,1.0,0.0,0.0,0.0,1957,1957.0,47.644532,7.753286,"{'JRC': ['H2558'], 'CARMA': ['CARMA43167', 'CARMA43169']}",2057,3458
2450,Tanzmühle,hydro,Pumped Storage,Store,DE,35.0,0.0,0.0,0.0,1957,1957.0,49.552216,12.281256,"{'JRC': ['H1065'], 'CARMA': ['CARMA44564']}",2057,4510
2455,Tauberbischofsheim dittigheim,hydro,Run-Of-River,Store,DE,0.19,0.0,0.0,0.0,1957,1957.0,49.6082415,9.677711,"{'JRC': ['H3008', 'H2978'], 'CARMA': ['CARMA44725']}",2057,4735
2520,Biblis,nuclear,,PP,DE,2401.138220214174,0.0,0.0,0.0,1986,1986.0,49.71088,8.41475,"{'GEO': ['GEO2336'], 'CARMA': ['CARMA4491']}",2036,4722
2531,Datteln,coal,OCGT,CHP,DE,279.3634697280458,0.0,0.0,0.0,1983,1983.0,51.6295,7.3313,"{'GEO': ['GEO44321'], 'CARMA': ['CARMA10290']}",2028,4646
2546,Freimann,OCGT,OCGT,CHP,DE,146.64970360771053,0.0,0.0,0.0,1994,1994.0,48.1889,11.5957,"{'GEO': ['GEO44309'], 'CARMA': ['CARMA14083']}",2034,3314
2711,Veltheim,coal,OCGT,PP,DE,295.03732776559286,0.0,0.0,0.0,1983,1983.0,52.1898,8.9335,"{'GEO': ['GEO44479'], 'CARMA': ['CARMA47920']}",2028,4755
2762,Unterweser,nuclear,,PP,DE,1340.833620000786,0.0,0.0,0.0,1986,1986.0,53.4292,8.4775,"{'GEO': ['GEO5873'], 'CARMA': ['CARMA47176']}",2036,5661
2784,Reuter,coal,,PP,DE,160.0,0.0,0.0,0.0,1983,1983.0,51.215069899999996,6.7555926999999985,"{'ENTSOE': ['11WD8REUT5X----M'], 'CARMA': ['CARMA37137']}",2028,4633
2811,Ensdorf,coal,,PP,DE,389.0,0.0,0.0,0.0,1983,1983.0,49.3006624,6.7773009,"{'ENTSOE': ['11WD7ENSD5SKW3-E', '11WD7ENSD2SKW1-4'], 'CARMA': ['CARMA12524']}",2028,4598
2816,Kraftwerk flingern,waste,,PP,DE,189.1,0.0,0.0,0.0,1994,1994.0,51.2184154,6.813221299999999,"{'ENTSOE': ['11WD7ELLE5X--KWV'], 'CARMA': ['CARMA13579']}",2019,4654
2818,Hagen kabel,OCGT,,PP,DE,250.0,0.0,0.0,0.0,1994,1994.0,51.4065932,7.4911898999999975,"{'ENTSOE': ['11WD7GARE5XHAKW5'], 'CARMA': ['CARMA16482']}",2034,4686
2821,Herrenhausen kwh,OCGT,,PP,DE,100.0,0.0,0.0,0.0,1994,1994.0,52.415408899999996,9.6521261,"{'ENTSOE': ['11WD2HERR5GKW--1'], 'CARMA': ['CARMA17565']}",2034,4768
2833,Shamrock,coal,OCGT,PP,DE,110.63899791209735,0.0,0.0,0.0,1983,1983.0,51.5283,7.1789999999999985,"{'GEO': ['GEO45029'], 'CARMA': ['CARMA40840']}",2028,4676
2870,Grafenrheinfeld,nuclear,,PP,DE,1279.0221410645795,0.0,0.0,0.0,1986,1986.0,49.9844,10.1828,"{'GEO': ['GEO3362'], 'CARMA': ['CARMA15640']}",2036,4777
2889,Kruemmel,nuclear,,PP,DE,1251.4447120007335,0.0,0.0,0.0,1986,1986.0,53.410286514073,10.410154529114,"{'GEO': ['GEO3909'], 'CARMA': ['CARMA23157']}",2036,5685
3270,Mihla,hydro,Run-Of-River,Store,DE,0.88,0.0,0.0,0.0,1957,1957.0,51.078326,10.328892,"{'JRC': ['H2567'], 'CARMA': ['CARMA28406']}",2057,4764
3441,Chemiepark marl,coal,,PP,DE,136.0,0.0,0.0,0.0,1974,1974.0,51.6846,7.1,"{'GPD': ['WRI1075564'], 'CARMA': ['CARMA49258', 'CARMA27298']}",2019,4674
3483,Eltmann,OCGT,OCGT,CHP,DE,57.0,0.0,0.0,0.0,2007,2007.0,49.983999999999995,10.65137,"{'OPSD': ['BNA0243'], 'CARMA': ['CARMA12362']}",2047,4757
3487,Emden,OCGT,OCGT,PP,DE,52.0,0.0,0.0,0.0,1973,1973.0,53.342169999999996,7.2062399999999975,"{'OPSD': ['BNA0245a'], 'CARMA': ['CARMA12389']}",2013,5651
3494,Iderhoffstraße,OCGT,OCGT,CHP,DE,11.0,0.0,0.0,0.0,1996,1996.0,50.978567,11.05158,"{'OPSD': ['BNA0255'], 'CARMA': ['CARMA12608']}",2036,4517
3495,Erfurt ost,CCGT,CCGT,CHP,DE,109.1,0.0,0.0,0.0,1999,2014.0,50.989612,11.027635,"{'OPSD': ['BNA0256b', 'BNA0256a'], 'CARMA': ['CARMA12609']}",2054,4517
3497,Ering,hydro,Run-Of-River,PP,DE,36.5,0.0,0.0,0.0,1942,1942.0,48.293512899999996,13.1585196,"{'OPSD': ['BNA0259'], 'CARMA': ['CARMA12629']}",2042,3320
3498,Erlangen,coal,OCGT,CHP,DE,17.4,0.0,0.0,0.0,1982,1982.0,49.59283,11.00148,"{'OPSD': ['BNA0261b'], 'CARMA': ['CARMA12638']}",2027,4765
3503,Kwk dingolfing ba,OCGT,OCGT,PP,DE,16.0,0.0,0.0,0.0,2017,2017.0,48.6333333,12.5,"{'OPSD': ['BNA1873'], 'CARMA': ['CARMA10862']}",2057,3319
3509,Dortmund,OCGT,OCGT,PP,DE,26.0,0.0,0.0,0.0,2004,2004.0,51.519729999999996,7.47697,"{'OPSD': ['BNA0202'], 'CARMA': ['CARMA10467']}",2044,4691
3517,Mt düren,OCGT,OCGT,PP,DE,14.0,0.0,0.0,0.0,1940,1940.0,50.77284,6.49003,"{'OPSD': ['BNA1131'], 'CARMA': ['CARMA11510']}",1980,4627
3522,Werkskraftwerk sappi ehingen,biomass,OCGT,PP,DE,21.2,0.0,0.0,0.0,1961,1990.0,48.266954999999996,9.726205,"{'OPSD': ['BNA0232b', 'BNA0232a'], 'CARMA': ['CARMA11901']}",2010,3476
3527,Heizkraftwerke an der friedensbrücke,CCGT,CCGT,CHP,DE,122.0,0.0,0.0,0.0,1971,2009.0,49.800041,9.923136,"{'OPSD': ['BNA1086', 'BNA1088', 'BNA1087', 'BNA1085'], 'CARMA': ['CARMA14130']}",2049,4758
3530,Fulda,oil,OCGT,PP,DE,24.8,0.0,0.0,0.0,2011,2011.0,50.566359999999996,9.68614,"{'OPSD': ['BNA0318'], 'CARMA': ['CARMA14305']}",2051,4715
3533,Stuttgart gaisburg,OCGT,OCGT,CHP,DE,29.2,0.0,0.0,0.0,2018,2018.0,48.7823242931971,9.17701721191406,"{'OPSD': ['BNA1909'], 'CARMA': ['CARMA14456']}",2058,3507
3541,Industriepark werk gendorf,OCGT,OCGT,PP,DE,73.1,0.0,0.0,0.0,2002,2002.0,48.176790000000004,12.73056,"{'OPSD': ['BNA0174'], 'CARMA': ['CARMA14877']}",2042,3318
3542,Gera nord,OCGT,OCGT,CHP,DE,74.0,0.0,0.0,0.0,1996,1996.0,50.9076,12.06102,"{'OPSD': ['BNA0343'], 'CARMA': ['CARMA58847']}",2036,4513
3545,Anlage wvk,CCGT,CCGT,PP,DE,40.0,0.0,0.0,0.0,1998,1998.0,48.020738,7.84588,"{'OPSD': ['BNA0293'], 'CARMA': ['CARMA14077']}",2038,3454
3559,Fl,coal,CCGT,CHP,DE,97.0,0.0,0.0,0.0,1985,1992.0,54.80495,9.43244,"{'OPSD': ['BNA0270', 'BNA0271', 'BNA0272'], 'CARMA': ['CARMA13570']}",2037,5696
3561,Bmkw flörsheim wicker,biomass,OCGT,PP,DE,12.6,0.0,0.0,0.0,2003,2003.0,50.022602,8.377208999999999,"{'OPSD': ['BNA0277'], 'CARMA': ['CARMA13617']}",2023,4618
3569,Deuben,lignite,OCGT,PP,DE,67.0,0.0,0.0,0.0,1936,1936.0,51.11187,12.07617,"{'OPSD': ['BNA0196'], 'CARMA': ['CARMA10651']}",1981,4513
3615,Dessau,lignite,OCGT,PP,DE,49.0,0.0,0.0,0.0,1996,1996.0,51.82685,12.230030000000001,"{'OPSD': ['BNA0194'], 'CARMA': ['CARMA10629']}",2041,4529
