,bus,carrier,p_nom,year_removed
DE0 0 onwind,DE0 0,onwind,0.001,2044
DE0 0 solar,DE0 0,solar,164.639404,2044
DE0 1 onwind,DE0 1,onwind,105.60000000000001,2044
DE0 1 solar,DE0 1,solar,244.171631,2044
DE0 10 onwind,DE0 10,onwind,89.85000000000001,2044
DE0 10 solar,DE0 10,solar,65.365238,2044
DE0 11 offwind-ac,DE0 11,offwind-ac,8.4,2044
DE0 11 offwind-dc,DE0 11,offwind-dc,6.0,2044
DE0 11 onwind,DE0 11,onwind,110.07,2044
DE0 11 solar,DE0 11,solar,217.726876,2044
DE0 12 offwind-ac,DE0 12,offwind-ac,224.25,2044
DE0 12 offwind-dc,DE0 12,offwind-dc,242.71,2044
DE0 12 onwind,DE0 12,onwind,75.06,2044
DE0 12 solar,DE0 12,solar,254.849548,2044
DE0 13 onwind,DE0 13,onwind,7.1015,2044
DE0 13 solar,DE0 13,solar,335.871332,2044
DE0 14 onwind,DE0 14,onwind,34.55,2044
DE0 14 solar,DE0 14,solar,155.485761,2044
DE0 15 solar,DE0 15,solar,97.862031,2044
DE0 2 offwind-ac,DE0 2,offwind-ac,116.26,2044
DE0 2 offwind-dc,DE0 2,offwind-dc,93.26,2044
DE0 2 onwind,DE0 2,onwind,96.6615,2044
DE0 2 solar,DE0 2,solar,158.391627,2044
DE0 3 onwind,DE0 3,onwind,32.5,2044
DE0 3 solar,DE0 3,solar,140.2411305,2044
DE0 4 onwind,DE0 4,onwind,115.816,2044
DE0 4 solar,DE0 4,solar,285.443259,2044
DE0 5 onwind,DE0 5,onwind,0.0008,2044
DE0 5 solar,DE0 5,solar,84.146089,2044
DE0 6 onwind,DE0 6,onwind,3.3,2044
DE0 6 solar,DE0 6,solar,158.156818,2044
DE0 7 onwind,DE0 7,onwind,37.5308,2044
DE0 7 solar,DE0 7,solar,214.917679,2044
DE0 8 onwind,DE0 8,onwind,13.950000000000001,2044
DE0 8 solar,DE0 8,solar,282.85173100000003,2044
DE0 9 onwind,DE0 9,onwind,64.60000000000001,2044
DE0 9 solar,DE0 9,solar,182.469709,2044
DE0 0 onwind,DE0 0,onwind,10.25,2043
DE0 0 solar,DE0 0,solar,181.550153,2043
DE0 1 onwind,DE0 1,onwind,163.431,2043
DE0 1 solar,DE0 1,solar,152.417079,2043
DE0 10 onwind,DE0 10,onwind,159.375,2043
DE0 10 solar,DE0 10,solar,70.044363,2043
DE0 11 onwind,DE0 11,onwind,292.625,2043
DE0 11 solar,DE0 11,solar,373.784988,2043
DE0 12 offwind-ac,DE0 12,offwind-ac,329.6,2043
DE0 12 offwind-dc,DE0 12,offwind-dc,273.5,2043
DE0 12 onwind,DE0 12,onwind,625.9798000000001,2043
DE0 12 solar,DE0 12,solar,154.371976,2043
DE0 13 onwind,DE0 13,onwind,7.202,2043
DE0 13 solar,DE0 13,solar,298.731506,2043
